bin,ts,yes_price,volume,real_cum_trades,frac,slug,mapped_tick,config,market_title,truth
0,2026-01-23 18:18:30+00:00,0.6421762967737552,2560.745366,38,0.0,tesla-launches-unsupervised-full-self-driving-fsd-by-october-31-717-337,0.0,rq1_m01_s0,特斯拉10月底前推出无监督FSD,1.0
1,2026-01-23 22:04:52+00:00,0.6913296985857619,6738.7188,75,0.012658227848101266,tesla-launches-unsupervised-full-self-driving-fsd-by-october-31-717-337,0.24050632911392406,rq1_m01_s0,特斯拉10月底前推出无监督FSD,1.0
2,2026-01-24 06:33:18+00:00,0.6303621418818467,18482.979541,113,0.02531645569620253,tesla-launches-unsupervised-full-self-driving-fsd-by-october-31-717-337,0.4810126582278481,rq1_m01_s0,特斯拉10月底前推出无监督FSD,1.0
3,2026-01-24 11:58:40+00:00,0.6222993009731985,1074.58257,150,0.0379746835443038,tesla-launches-unsupervised-full-self-driving-fsd-by-october-31-717-337,0.7215189873417722,rq1_m01_s0,特斯拉10月底前推出无监督FSD,1.0
4,2026-01-24 19:05:38+00:00,0.6336067598207386,2225.7216909999997,188,0.05063291139240506,tesla-launches-unsupervised-full-self-driving-fsd-by-october-31-717-337,0.9620253164556962,rq1_m01_s0,特斯拉10月底前推出无监督FSD,1.0
5,2026-01-25 18:02:54+00:00,0.6323571999542839,2015.547511,225,0.06329113924050633,tesla-launches-unsupervised-full-self-driving-fsd-by-october-31-717-337,1.2025316455696204,rq1_m01_s0,特斯拉10月底前推出无监督FSD,1.0
6,2026-01-26 02:25:20+00:00,0.5934634544877497,4597.016305,263,0.0759493670886076,tesla-launches-unsupervised-full-self-driving-fsd-by-october-31-717-337,1.4430379746835444,rq1_m01_s0,特斯拉10月底前推出无监督FSD,1.0
7,2026-01-27 12:42:11+00:00,0.6113374022747697,1438.4824480000002,300,0.08860759493670886,tesla-launches-unsupervised-full-self-driving-fsd-by-october-31-717-337,1.6835443037974684,rq1_m01_s0,特斯拉10月底前推出无监督FSD,1.0
8,2026-01-28 01:54:57+00:00,0.6396582046360367,164.634297,338,0.10126582278481013,tesla-launches-unsupervised-full-self-driving-fsd-by-october-31-717-337,1.9240506329113924,rq1_m01_s0,特斯拉10月底前推出无监督FSD,1.0
9,2026-01-28 22:39:50+00:00,0.6520477174447112,6236.888937,375,0.11392405063291139,tesla-launches-unsupervised-full-self-driving-fsd-by-october-31-717-337,2.1645569620253164,rq1_m01_s0,特斯拉10月底前推出无监督FSD,1.0
10,2026-01-28 23:09:34+00:00,0.8628395391284119,4499.053195,413,0.12658227848101267,tesla-launches-unsupervised-full-self-driving-fsd-by-october-31-717-337,2.405063291139241,rq1_m01_s0,特斯拉10月底前推出无监督FSD,1.0
11,2026-01-28 23:15:48+00:00,0.9292545885382466,10926.67771,450,0.13924050632911392,tesla-launches-unsupervised-full-self-driving-fsd-by-october-31-717-337,2.6455696202531644,rq1_m01_s0,特斯拉10月底前推出无监督FSD,1.0
12,2026-01-28 23:31:48+00:00,0.9478830518814383,25821.86844,488,0.1518987341772152,tesla-launches-unsupervised-full-self-driving-fsd-by-october-31-717-337,2.886075949367089,rq1_m01_s0,特斯拉10月底前推出无监督FSD,1.0
13,2026-01-29 00:06:02+00:00,0.9516035270238656,35085.681303,525,0.16455696202531644,tesla-launches-unsupervised-full-self-driving-fsd-by-october-31-717-337,3.1265822784810124,rq1_m01_s0,特斯拉10月底前推出无监督FSD,1.0
14,2026-01-29 01:05:56+00:00,0.9589785304338162,48485.142497,563,0.17721518987341772,tesla-launches-unsupervised-full-self-driving-fsd-by-october-31-717-337,3.367088607594937,rq1_m01_s0,特斯拉10月底前推出无监督FSD,1.0
15,2026-01-29 02:19:52+00:00,0.9977965383010823,134120.889011,600,0.189873417721519,tesla-launches-unsupervised-full-self-driving-fsd-by-october-31-717-337,3.607594936708861,rq1_m01_s0,特斯拉10月底前推出无监督FSD,1.0
16,2026-01-29 04:32:46+00:00,0.9965284277317509,76370.020191,638,0.20253164556962025,tesla-launches-unsupervised-full-self-driving-fsd-by-october-31-717-337,3.848101265822785,rq1_m01_s0,特斯拉10月底前推出无监督FSD,1.0
17,2026-01-29 06:41:46+00:00,0.9983243243243244,116797.562683,675,0.21518987341772153,tesla-launches-unsupervised-full-self-driving-fsd-by-october-31-717-337,4.088607594936709,rq1_m01_s0,特斯拉10月底前推出无监督FSD,1.0
