bin,ts,yes_price,volume,real_cum_trades,frac,slug,mapped_tick,config,market_title,truth
0,2025-08-01 10:04:48+00:00,0.2759019118496418,139.99101100000001,26,0.0,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,0.0,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
1,2025-08-01 19:52:36+00:00,0.2243128830472194,194.215316,51,0.012658227848101266,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,0.24050632911392406,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
2,2025-08-02 18:53:00+00:00,0.17900175830504053,2427.3094730000003,76,0.02531645569620253,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,0.4810126582278481,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
3,2025-08-03 23:52:35+00:00,0.11311731787073125,426.219427,101,0.0379746835443038,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,0.7215189873417722,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
4,2025-08-05 21:55:27+00:00,0.10559999522572934,431.30049099999997,126,0.05063291139240506,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,0.9620253164556962,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
5,2025-08-11 12:32:00+00:00,0.07388835241629389,486.63512399999996,151,0.06329113924050633,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,1.2025316455696204,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
6,2025-08-18 19:43:29+00:00,0.07191772092704286,492.3293630000001,176,0.0759493670886076,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,1.4430379746835444,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
7,2025-08-23 20:13:29+00:00,0.03749405241608446,229.57369800000012,201,0.08860759493670886,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,1.6835443037974684,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
8,2025-09-04 09:54:56+00:00,0.030895413418240283,107.58545900000003,226,0.10126582278481013,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,1.9240506329113924,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
9,2025-09-20 15:05:10+00:00,0.03360189085749287,87.553995,252,0.11392405063291139,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,2.1645569620253164,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
10,2025-09-29 19:56:21+00:00,0.0263845734770518,84.97668700000003,277,0.12658227848101267,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,2.405063291139241,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
11,2025-10-11 23:03:11+00:00,0.03439196226946664,399.0556260000001,302,0.13924050632911392,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,2.6455696202531644,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
12,2025-10-12 14:33:55+00:00,0.2707125039195374,551.685797,327,0.1518987341772152,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,2.886075949367089,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
13,2025-10-12 17:26:41+00:00,0.20733729628113415,245.934511,352,0.16455696202531644,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,3.1265822784810124,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
14,2025-10-12 19:18:55+00:00,0.2274900765494535,485.448792,377,0.17721518987341772,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,3.367088607594937,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
15,2025-10-12 21:09:41+00:00,0.23316473145859928,335.477368,402,0.189873417721519,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,3.607594936708861,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
16,2025-10-12 22:47:15+00:00,0.24367487651330155,300.530443,427,0.20253164556962025,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,3.848101265822785,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
17,2025-10-13 04:46:31+00:00,0.23205389235990043,535.9171759999999,452,0.21518987341772153,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,4.088607594936709,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
18,2025-10-13 10:16:45+00:00,0.2562139613333724,725.53307,477,0.22784810126582278,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,4.329113924050633,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
19,2025-10-13 20:09:49+00:00,0.20980292233253664,344.986892,503,0.24050632911392406,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,4.569620253164557,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
20,2025-10-14 02:46:05+00:00,0.1711575263635766,339.58236899999997,528,0.25316455696202533,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,4.810126582278482,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
21,2025-10-15 20:45:23+00:00,0.13201383831239563,380.066523,553,0.26582278481012656,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,5.0506329113924044,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
22,2025-10-18 01:15:32+00:00,0.09806923688500652,343.798402,578,0.27848101265822783,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,5.291139240506329,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
23,2025-10-20 16:56:51+00:00,0.05503372360320359,100.24896999999996,603,0.2911392405063291,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,5.531645569620253,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
24,2025-10-22 22:06:50+00:00,0.06907560747622989,89.678698,628,0.3037974683544304,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,5.772151898734178,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
25,2025-10-25 03:26:06+00:00,0.032900931914510545,103.038034,653,0.31645569620253167,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,6.012658227848101,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
26,2025-10-26 03:45:35+00:00,0.06915145976903031,222.491646,678,0.3291139240506329,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,6.253164556962025,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
27,2025-10-26 05:00:01+00:00,0.33806923697355384,16016.360884999996,703,0.34177215189873417,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,6.493670886075949,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
28,2025-10-26 05:17:07+00:00,0.4750274937006923,4919.05433,728,0.35443037974683544,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,6.734177215189874,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
29,2025-10-26 05:50:41+00:00,0.3679500033498805,6333.615401,754,0.3670886075949367,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,6.974683544303797,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
30,2025-10-26 07:47:05+00:00,0.2731951812882104,3917.2027,779,0.379746835443038,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,7.215189873417722,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
31,2025-10-26 08:59:31+00:00,0.27908007980218624,1881.282663,804,0.3924050632911392,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,7.455696202531645,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
32,2025-10-26 11:07:19+00:00,0.1972657493981619,674.122541,829,0.4050632911392405,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,7.69620253164557,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
33,2025-10-26 12:18:43+00:00,0.22171780873648814,443.921884,854,0.4177215189873418,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,7.936708860759493,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
34,2025-10-26 13:10:03+00:00,0.19833510490241144,704.0220239999999,879,0.43037974683544306,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,8.177215189873419,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
35,2025-10-26 14:37:57+00:00,0.1918091947598042,832.206364,904,0.4430379746835443,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,8.41772151898734,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
36,2025-10-26 15:47:17+00:00,0.19714819126330638,1489.1577389999998,929,0.45569620253164556,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,8.658227848101266,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
37,2025-10-26 17:13:43+00:00,0.1985386805011061,651.287431,954,0.46835443037974683,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,8.89873417721519,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
38,2025-10-26 18:13:01+00:00,0.22219323650081793,381.614647,979,0.4810126582278481,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,9.139240506329115,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
39,2025-10-26 18:47:45+00:00,0.24318646344990996,702.218988,1005,0.4936708860759494,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31,9.379746835443038,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0
