bin,ts,yes_price,volume,real_cum_trades,frac,slug,mapped_tick,config,market_title,truth
0,2025-08-26 17:17:23+00:00,0.7110055458872129,108.050133,6,0.0,will-microstrategy-purchase-bitcoin-august-26-september-1,0.0,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
1,2025-08-26 22:56:33+00:00,0.788,539.95,11,0.012658227848101266,will-microstrategy-purchase-bitcoin-august-26-september-1,0.24050632911392406,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
2,2025-08-27 06:00:37+00:00,0.7554892264217591,8898.8022,17,0.02531645569620253,will-microstrategy-purchase-bitcoin-august-26-september-1,0.4810126582278481,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
3,2025-08-27 11:15:37+00:00,0.7520000315680163,481.711473,22,0.0379746835443038,will-microstrategy-purchase-bitcoin-august-26-september-1,0.7215189873417722,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
4,2025-08-27 15:45:09+00:00,0.6933333333333334,74.68299999999999,28,0.05063291139240506,will-microstrategy-purchase-bitcoin-august-26-september-1,0.9620253164556962,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
5,2025-08-27 20:11:39+00:00,0.6879999985999998,106.183998,33,0.06329113924050633,will-microstrategy-purchase-bitcoin-august-26-september-1,1.2025316455696204,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
6,2025-08-28 01:42:39+00:00,0.711125997067623,592.07547,39,0.0759493670886076,will-microstrategy-purchase-bitcoin-august-26-september-1,1.4430379746835444,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
7,2025-08-28 10:24:05+00:00,0.7163229578007253,917.964016,44,0.08860759493670886,will-microstrategy-purchase-bitcoin-august-26-september-1,1.6835443037974684,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
8,2025-08-28 15:52:53+00:00,0.6851202102554721,173.96629699999997,50,0.10126582278481013,will-microstrategy-purchase-bitcoin-august-26-september-1,1.9240506329113924,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
9,2025-08-28 16:53:13+00:00,0.6464626380743155,898.134858,55,0.11392405063291139,will-microstrategy-purchase-bitcoin-august-26-september-1,2.1645569620253164,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
10,2025-08-28 18:25:03+00:00,0.5352084712659633,3368.2237990000003,61,0.12658227848101267,will-microstrategy-purchase-bitcoin-august-26-september-1,2.405063291139241,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
11,2025-08-28 20:33:41+00:00,0.4634243279633493,70.520771,66,0.13924050632911392,will-microstrategy-purchase-bitcoin-august-26-september-1,2.6455696202531644,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
12,2025-08-28 21:26:35+00:00,0.36172090778919275,295.748703,72,0.1518987341772152,will-microstrategy-purchase-bitcoin-august-26-september-1,2.886075949367089,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
13,2025-08-29 05:07:41+00:00,0.36395839553689313,272.08209999999997,77,0.16455696202531644,will-microstrategy-purchase-bitcoin-august-26-september-1,3.1265822784810124,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
14,2025-08-29 11:37:23+00:00,0.4188600477736326,486.557006,83,0.17721518987341772,will-microstrategy-purchase-bitcoin-august-26-september-1,3.367088607594937,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
15,2025-08-29 17:03:09+00:00,0.43465790962760853,48.192774,88,0.189873417721519,will-microstrategy-purchase-bitcoin-august-26-september-1,3.607594936708861,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
16,2025-08-29 20:42:37+00:00,0.4059285698091366,417.35254000000003,94,0.20253164556962025,will-microstrategy-purchase-bitcoin-august-26-september-1,3.848101265822785,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
17,2025-08-30 06:35:31+00:00,0.40150846173961235,329.42225399999995,99,0.21518987341772153,will-microstrategy-purchase-bitcoin-august-26-september-1,4.088607594936709,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
18,2025-08-30 15:01:53+00:00,0.33488315137064967,381.56960100000003,105,0.22784810126582278,will-microstrategy-purchase-bitcoin-august-26-september-1,4.329113924050633,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
19,2025-08-31 04:31:12+00:00,0.36289076043732554,261.502798,110,0.24050632911392406,will-microstrategy-purchase-bitcoin-august-26-september-1,4.569620253164557,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
20,2025-08-31 09:26:36+00:00,0.375869251785555,498.719899,116,0.25316455696202533,will-microstrategy-purchase-bitcoin-august-26-september-1,4.810126582278482,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
21,2025-08-31 10:51:22+00:00,0.2852864752101757,595.2162430000001,121,0.26582278481012656,will-microstrategy-purchase-bitcoin-august-26-september-1,5.0506329113924044,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
22,2025-08-31 11:42:40+00:00,0.213363063087461,4212.650199999999,127,0.27848101265822783,will-microstrategy-purchase-bitcoin-august-26-september-1,5.291139240506329,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
23,2025-08-31 11:53:20+00:00,0.2969497311271826,191.888799,132,0.2911392405063291,will-microstrategy-purchase-bitcoin-august-26-september-1,5.531645569620253,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
24,2025-08-31 12:43:30+00:00,0.35776655431868587,78.81897599999999,138,0.3037974683544304,will-microstrategy-purchase-bitcoin-august-26-september-1,5.772151898734178,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
25,2025-08-31 14:40:28+00:00,0.33857490496716786,779.8751990000001,143,0.31645569620253167,will-microstrategy-purchase-bitcoin-august-26-september-1,6.012658227848101,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
26,2025-08-31 15:04:20+00:00,0.30169193867819916,265.0365,149,0.3291139240506329,will-microstrategy-purchase-bitcoin-august-26-september-1,6.253164556962025,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
27,2025-08-31 15:42:26+00:00,0.283995911813055,178.239999,154,0.34177215189873417,will-microstrategy-purchase-bitcoin-august-26-september-1,6.493670886075949,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
28,2025-08-31 17:52:26+00:00,0.3296982949912785,340.733595,160,0.35443037974683544,will-microstrategy-purchase-bitcoin-august-26-september-1,6.734177215189874,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
29,2025-08-31 18:35:44+00:00,0.2460000256000036,36.97170200000001,165,0.3670886075949367,will-microstrategy-purchase-bitcoin-august-26-september-1,6.974683544303797,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
30,2025-08-31 18:44:16+00:00,0.21406317750691692,226.952094,171,0.379746835443038,will-microstrategy-purchase-bitcoin-august-26-september-1,7.215189873417722,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
31,2025-08-31 18:47:30+00:00,0.17034594791349197,344.277644,176,0.3924050632911392,will-microstrategy-purchase-bitcoin-august-26-september-1,7.455696202531645,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
32,2025-08-31 19:18:46+00:00,0.13607277287107913,16.817751,182,0.4050632911392405,will-microstrategy-purchase-bitcoin-august-26-september-1,7.69620253164557,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
33,2025-08-31 19:48:46+00:00,0.13468525075124962,138.898575,187,0.4177215189873418,will-microstrategy-purchase-bitcoin-august-26-september-1,7.936708860759493,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
34,2025-08-31 19:53:04+00:00,0.13295050292063768,614.2686000000001,193,0.43037974683544306,will-microstrategy-purchase-bitcoin-august-26-september-1,8.177215189873419,rq1_m07_s0,MicroStrategy继续购买比特币,0.0
