bin,ts,yes_price,volume,real_cum_trades,frac,slug,mapped_tick,config,market_title,truth
0,2025-09-23 03:59:22+00:00,0.2512374654714813,727.3618280000001,38,0.0,lord-miles-completes-40-day-water-fast-in-the-dessert,0.0,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
1,2025-09-23 06:17:28+00:00,0.2551456487502032,10610.467173,75,0.012658227848101266,lord-miles-completes-40-day-water-fast-in-the-dessert,0.24050632911392406,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
2,2025-09-23 08:26:28+00:00,0.2576591833795712,1995.727891,113,0.02531645569620253,lord-miles-completes-40-day-water-fast-in-the-dessert,0.4810126582278481,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
3,2025-09-23 09:44:18+00:00,0.2527027014056914,235.27919500000002,150,0.0379746835443038,lord-miles-completes-40-day-water-fast-in-the-dessert,0.7215189873417722,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
4,2025-09-23 12:18:50+00:00,0.24973686136983453,7135.628621999999,188,0.05063291139240506,lord-miles-completes-40-day-water-fast-in-the-dessert,0.9620253164556962,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
5,2025-09-23 13:53:46+00:00,0.25594594221810235,3334.003896,225,0.06329113924050633,lord-miles-completes-40-day-water-fast-in-the-dessert,1.2025316455696204,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
6,2025-09-23 15:24:44+00:00,0.2484925935176836,4240.372921,263,0.0759493670886076,lord-miles-completes-40-day-water-fast-in-the-dessert,1.4430379746835444,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
7,2025-09-23 18:00:14+00:00,0.22790074713281736,5289.694432999999,300,0.08860759493670886,lord-miles-completes-40-day-water-fast-in-the-dessert,1.6835443037974684,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
8,2025-09-23 20:09:41+00:00,0.2155565056351823,7009.553706,338,0.10126582278481013,lord-miles-completes-40-day-water-fast-in-the-dessert,1.9240506329113924,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
9,2025-09-24 02:02:31+00:00,0.23561796922774175,2773.18876,375,0.11392405063291139,lord-miles-completes-40-day-water-fast-in-the-dessert,2.1645569620253164,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
10,2025-09-24 08:15:43+00:00,0.2289317027595957,2844.60322,413,0.12658227848101267,lord-miles-completes-40-day-water-fast-in-the-dessert,2.405063291139241,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
11,2025-09-24 10:56:34+00:00,0.20868945363654764,13002.930701000001,450,0.13924050632911392,lord-miles-completes-40-day-water-fast-in-the-dessert,2.6455696202531644,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
12,2025-09-24 12:32:15+00:00,0.17308850685563407,7747.781449,488,0.1518987341772152,lord-miles-completes-40-day-water-fast-in-the-dessert,2.886075949367089,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
13,2025-09-24 14:01:33+00:00,0.1499502188024237,6762.930395,525,0.16455696202531644,lord-miles-completes-40-day-water-fast-in-the-dessert,3.1265822784810124,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
14,2025-09-24 15:16:09+00:00,0.15332563242097252,6388.803485,563,0.17721518987341772,lord-miles-completes-40-day-water-fast-in-the-dessert,3.367088607594937,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
15,2025-09-24 18:07:11+00:00,0.17790804303490157,6286.820487999999,600,0.189873417721519,lord-miles-completes-40-day-water-fast-in-the-dessert,3.607594936708861,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
16,2025-09-24 21:18:47+00:00,0.1582197151069955,6510.078489,638,0.20253164556962025,lord-miles-completes-40-day-water-fast-in-the-dessert,3.848101265822785,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
17,2025-09-25 02:34:06+00:00,0.1648938949139642,2992.111417,675,0.21518987341772153,lord-miles-completes-40-day-water-fast-in-the-dessert,4.088607594936709,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
18,2025-09-25 05:10:46+00:00,0.16595458677817043,4226.850948,713,0.22784810126582278,lord-miles-completes-40-day-water-fast-in-the-dessert,4.329113924050633,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
19,2025-09-25 09:17:05+00:00,0.19101078341755773,3589.926668,750,0.24050632911392406,lord-miles-completes-40-day-water-fast-in-the-dessert,4.569620253164557,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
20,2025-09-25 10:17:29+00:00,0.23817571117718883,8124.001757,788,0.25316455696202533,lord-miles-completes-40-day-water-fast-in-the-dessert,4.810126582278482,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
21,2025-09-25 12:56:37+00:00,0.19649181310920275,2001.9640369999997,825,0.26582278481012656,lord-miles-completes-40-day-water-fast-in-the-dessert,5.0506329113924044,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
22,2025-09-25 14:15:23+00:00,0.15680451403133283,12882.696680000001,863,0.27848101265822783,lord-miles-completes-40-day-water-fast-in-the-dessert,5.291139240506329,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
23,2025-09-25 15:47:48+00:00,0.13335652992065347,1263.742848,900,0.2911392405063291,lord-miles-completes-40-day-water-fast-in-the-dessert,5.531645569620253,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
24,2025-09-25 18:17:56+00:00,0.13709052807227096,9162.722759999999,938,0.3037974683544304,lord-miles-completes-40-day-water-fast-in-the-dessert,5.772151898734178,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
25,2025-09-25 20:50:47+00:00,0.15200934651220657,6809.036072999999,975,0.31645569620253167,lord-miles-completes-40-day-water-fast-in-the-dessert,6.012658227848101,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
26,2025-09-25 22:47:19+00:00,0.1444488001461725,1643.942538,1013,0.3291139240506329,lord-miles-completes-40-day-water-fast-in-the-dessert,6.253164556962025,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
27,2025-09-26 00:47:35+00:00,0.16460371144761532,13020.561953,1050,0.34177215189873417,lord-miles-completes-40-day-water-fast-in-the-dessert,6.493670886075949,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
28,2025-09-26 03:38:37+00:00,0.1829292728130112,10690.277661,1088,0.35443037974683544,lord-miles-completes-40-day-water-fast-in-the-dessert,6.734177215189874,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
29,2025-09-26 06:45:53+00:00,0.21074485947273613,14322.289533,1125,0.3670886075949367,lord-miles-completes-40-day-water-fast-in-the-dessert,6.974683544303797,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
30,2025-09-26 10:11:53+00:00,0.19996749578894304,1254.945422,1163,0.379746835443038,lord-miles-completes-40-day-water-fast-in-the-dessert,7.215189873417722,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
31,2025-09-26 15:05:35+00:00,0.19126963877052508,976.585694,1200,0.3924050632911392,lord-miles-completes-40-day-water-fast-in-the-dessert,7.455696202531645,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
32,2025-09-26 16:26:41+00:00,0.18421054997706207,1523.824388,1238,0.4050632911392405,lord-miles-completes-40-day-water-fast-in-the-dessert,7.69620253164557,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
33,2025-09-26 19:53:15+00:00,0.18658422193295857,6167.639788,1275,0.4177215189873418,lord-miles-completes-40-day-water-fast-in-the-dessert,7.936708860759493,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
34,2025-09-26 20:20:51+00:00,0.2348174525511829,6321.447700000001,1313,0.43037974683544306,lord-miles-completes-40-day-water-fast-in-the-dessert,8.177215189873419,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
35,2025-09-26 21:06:39+00:00,0.2393394874863234,4939.892016,1350,0.4430379746835443,lord-miles-completes-40-day-water-fast-in-the-dessert,8.41772151898734,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
36,2025-09-26 21:58:53+00:00,0.25053004036480314,2076.350508,1388,0.45569620253164556,lord-miles-completes-40-day-water-fast-in-the-dessert,8.658227848101266,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
37,2025-09-27 00:22:53+00:00,0.2631213496812981,1988.825846,1425,0.46835443037974683,lord-miles-completes-40-day-water-fast-in-the-dessert,8.89873417721519,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
38,2025-09-27 04:20:55+00:00,0.21748150637437366,11779.180411,1463,0.4810126582278481,lord-miles-completes-40-day-water-fast-in-the-dessert,9.139240506329115,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
39,2025-09-27 10:07:15+00:00,0.19275008258925427,1560.02106,1500,0.4936708860759494,lord-miles-completes-40-day-water-fast-in-the-dessert,9.379746835443038,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
40,2025-09-27 12:03:11+00:00,0.17893781886974008,363.145221,1537,0.5063291139240507,lord-miles-completes-40-day-water-fast-in-the-dessert,9.620253164556964,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
41,2025-09-27 13:26:31+00:00,0.1832729270044302,4010.9545470000003,1575,0.5189873417721519,lord-miles-completes-40-day-water-fast-in-the-dessert,9.860759493670885,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
42,2025-09-27 15:53:33+00:00,0.1892675675617382,4870.348404,1612,0.5316455696202531,lord-miles-completes-40-day-water-fast-in-the-dessert,10.101265822784809,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
43,2025-09-27 17:05:49+00:00,0.23177504928409903,8653.300369,1650,0.5443037974683544,lord-miles-completes-40-day-water-fast-in-the-dessert,10.341772151898734,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
44,2025-09-27 19:28:43+00:00,0.22158727762499308,11810.630392,1687,0.5569620253164557,lord-miles-completes-40-day-water-fast-in-the-dessert,10.582278481012658,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
45,2025-09-27 22:11:49+00:00,0.2276443432411958,5013.351135,1725,0.569620253164557,lord-miles-completes-40-day-water-fast-in-the-dessert,10.822784810126583,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
46,2025-09-28 00:51:27+00:00,0.23061505419246184,8065.024306,1762,0.5822784810126582,lord-miles-completes-40-day-water-fast-in-the-dessert,11.063291139240507,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
47,2025-09-28 01:32:21+00:00,0.2726423270581455,23876.469938,1800,0.5949367088607594,lord-miles-completes-40-day-water-fast-in-the-dessert,11.30379746835443,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
48,2025-09-28 02:57:47+00:00,0.2746102648040934,4768.851854,1837,0.6075949367088608,lord-miles-completes-40-day-water-fast-in-the-dessert,11.544303797468356,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
49,2025-09-28 04:41:49+00:00,0.26244560524684224,3744.9001659999994,1875,0.620253164556962,lord-miles-completes-40-day-water-fast-in-the-dessert,11.784810126582277,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
50,2025-09-28 07:11:41+00:00,0.21060598198294514,10294.699531,1912,0.6329113924050633,lord-miles-completes-40-day-water-fast-in-the-dessert,12.025316455696203,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
51,2025-09-28 09:01:41+00:00,0.23220576499540196,7296.790166000001,1950,0.6455696202531646,lord-miles-completes-40-day-water-fast-in-the-dessert,12.265822784810126,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
52,2025-09-28 12:15:27+00:00,0.2069606463256409,9123.372007,1987,0.6582278481012658,lord-miles-completes-40-day-water-fast-in-the-dessert,12.50632911392405,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
53,2025-09-28 13:48:45+00:00,0.1923165730951787,7243.702804,2025,0.6708860759493671,lord-miles-completes-40-day-water-fast-in-the-dessert,12.746835443037975,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
54,2025-09-28 15:42:29+00:00,0.18218273132536617,2032.4831290000002,2062,0.6835443037974683,lord-miles-completes-40-day-water-fast-in-the-dessert,12.987341772151899,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
55,2025-09-28 17:55:43+00:00,0.17767518609454794,2497.888809,2100,0.6962025316455697,lord-miles-completes-40-day-water-fast-in-the-dessert,13.227848101265824,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
56,2025-09-28 20:03:41+00:00,0.18643081375812762,4912.0164939999995,2137,0.7088607594936709,lord-miles-completes-40-day-water-fast-in-the-dessert,13.468354430379748,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
57,2025-09-28 20:44:25+00:00,0.11366708464427715,8414.218589,2175,0.7215189873417721,lord-miles-completes-40-day-water-fast-in-the-dessert,13.70886075949367,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
58,2025-09-28 20:49:55+00:00,0.07483183789979128,1785.30435,2212,0.7341772151898734,lord-miles-completes-40-day-water-fast-in-the-dessert,13.949367088607595,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
59,2025-09-28 20:56:27+00:00,0.07291489735497962,2635.171534,2250,0.7468354430379747,lord-miles-completes-40-day-water-fast-in-the-dessert,14.189873417721518,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
60,2025-09-28 21:10:21+00:00,0.06852369996090767,1813.54303,2287,0.759493670886076,lord-miles-completes-40-day-water-fast-in-the-dessert,14.430379746835444,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
61,2025-09-28 21:31:45+00:00,0.08567022338473859,2634.325449,2325,0.7721518987341772,lord-miles-completes-40-day-water-fast-in-the-dessert,14.670886075949367,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
62,2025-09-28 21:57:39+00:00,0.07329504169989395,1938.0660109999997,2362,0.7848101265822784,lord-miles-completes-40-day-water-fast-in-the-dessert,14.91139240506329,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
63,2025-09-28 22:46:51+00:00,0.08030282690957337,2942.730959,2400,0.7974683544303798,lord-miles-completes-40-day-water-fast-in-the-dessert,15.151898734177216,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
64,2025-09-29 00:08:13+00:00,0.09241202434436746,2049.699268,2437,0.810126582278481,lord-miles-completes-40-day-water-fast-in-the-dessert,15.39240506329114,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
65,2025-09-29 02:46:37+00:00,0.0953309195960166,6938.482875999999,2475,0.8227848101265823,lord-miles-completes-40-day-water-fast-in-the-dessert,15.632911392405065,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
66,2025-09-29 03:21:13+00:00,0.05883728833233948,1347.2055490000007,2512,0.8354430379746836,lord-miles-completes-40-day-water-fast-in-the-dessert,15.873417721518987,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
67,2025-09-29 04:39:55+00:00,0.05318903141714996,2019.1356230000004,2550,0.8481012658227848,lord-miles-completes-40-day-water-fast-in-the-dessert,16.11392405063291,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
68,2025-09-29 07:38:45+00:00,0.06954712395057706,2405.503628,2587,0.8607594936708861,lord-miles-completes-40-day-water-fast-in-the-dessert,16.354430379746837,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
69,2025-09-29 10:09:41+00:00,0.06946187556295019,3094.230250999999,2625,0.8734177215189873,lord-miles-completes-40-day-water-fast-in-the-dessert,16.59493670886076,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
70,2025-09-29 12:18:59+00:00,0.07854963815430423,3554.739865999999,2662,0.8860759493670886,lord-miles-completes-40-day-water-fast-in-the-dessert,16.83544303797468,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
71,2025-09-29 13:14:43+00:00,0.07099023963384625,41827.47081299999,2700,0.8987341772151899,lord-miles-completes-40-day-water-fast-in-the-dessert,17.075949367088608,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
72,2025-09-29 14:20:01+00:00,0.061730245407978376,16553.78429500001,2737,0.9113924050632911,lord-miles-completes-40-day-water-fast-in-the-dessert,17.31645569620253,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
73,2025-09-29 16:17:03+00:00,0.05951221865225252,1967.232305999999,2775,0.9240506329113924,lord-miles-completes-40-day-water-fast-in-the-dessert,17.556962025316455,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
74,2025-09-29 18:10:51+00:00,0.05045397628369532,1930.1746799999999,2812,0.9367088607594937,lord-miles-completes-40-day-water-fast-in-the-dessert,17.79746835443038,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
75,2025-09-29 19:10:47+00:00,0.02867291972157455,3367.1974400000004,2850,0.9493670886075949,lord-miles-completes-40-day-water-fast-in-the-dessert,18.037974683544302,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
76,2025-09-29 19:37:37+00:00,0.010500507724374724,1642.300800000001,2887,0.9620253164556962,lord-miles-completes-40-day-water-fast-in-the-dessert,18.27848101265823,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
77,2025-09-29 20:11:49+00:00,0.00913492309385779,1927.3321829999998,2925,0.9746835443037974,lord-miles-completes-40-day-water-fast-in-the-dessert,18.518987341772153,rq1_m10_s0,Lord Miles完成40天禁食挑战,0.0
