series,config,market,tick,frac,yes_mid,truth,market_title,ts,volume,slug
rq1_m10_s0,rq1_m10_s0,other,0.0,0.0,0.24,0.0,,,,
rq1_m10_s0,rq1_m10_s0,other,1.0,0.05263157894736842,0.235,0.0,,,,
rq1_m10_s0,rq1_m10_s0,other,2.0,0.10526315789473684,0.235,0.0,,,,
rq1_m10_s0,rq1_m10_s0,other,3.0,0.15789473684210525,0.235,0.0,,,,
rq1_m10_s0,rq1_m10_s0,other,4.0,0.21052631578947367,0.235,0.0,,,,
rq1_m10_s0,rq1_m10_s0,other,5.0,0.2631578947368421,0.235,0.0,,,,
rq1_m10_s0,rq1_m10_s0,other,6.0,0.3157894736842105,0.235,0.0,,,,
rq1_m10_s0,rq1_m10_s0,other,7.0,0.3684210526315789,0.235,0.0,,,,
rq1_m10_s0,rq1_m10_s0,other,8.0,0.42105263157894735,0.235,0.0,,,,
rq1_m10_s0,rq1_m10_s0,other,9.0,0.47368421052631576,0.22999999999999998,0.0,,,,
rq1_m10_s0,rq1_m10_s0,other,10.0,0.5263157894736842,0.22999999999999998,0.0,,,,
rq1_m10_s0,rq1_m10_s0,other,11.0,0.5789473684210527,0.225,0.0,,,,
rq1_m10_s0,rq1_m10_s0,other,12.0,0.631578947368421,0.235,0.0,,,,
rq1_m10_s0,rq1_m10_s0,other,13.0,0.6842105263157895,0.225,0.0,,,,
rq1_m10_s0,rq1_m10_s0,other,14.0,0.7368421052631579,0.235,0.0,,,,
rq1_m10_s0,rq1_m10_s0,other,15.0,0.7894736842105263,0.235,0.0,,,,
rq1_m10_s0,rq1_m10_s0,other,16.0,0.8421052631578947,0.235,0.0,,,,
rq1_m10_s0,rq1_m10_s0,other,17.0,0.8947368421052632,0.255,0.0,,,,
rq1_m10_s0,rq1_m10_s0,other,18.0,0.9473684210526315,0.235,0.0,,,,
rq1_m10_s0,rq1_m10_s0,other,19.0,1.0,0.21,0.0,,,,
真实市场YES成交价,rq1_m10_s0,,0.0,0.0,0.2512374654714813,0.0,Lord Miles完成40天禁食挑战,2025-09-23 03:59:22+00:00,727.3618280000001,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,0.24050632911392406,0.012658227848101266,0.2551456487502032,0.0,Lord Miles完成40天禁食挑战,2025-09-23 06:17:28+00:00,10610.467173,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,0.4810126582278481,0.02531645569620253,0.2576591833795712,0.0,Lord Miles完成40天禁食挑战,2025-09-23 08:26:28+00:00,1995.727891,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,0.7215189873417722,0.0379746835443038,0.2527027014056914,0.0,Lord Miles完成40天禁食挑战,2025-09-23 09:44:18+00:00,235.27919500000002,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,0.9620253164556962,0.05063291139240506,0.24973686136983453,0.0,Lord Miles完成40天禁食挑战,2025-09-23 12:18:50+00:00,7135.628621999999,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,1.2025316455696204,0.06329113924050633,0.25594594221810235,0.0,Lord Miles完成40天禁食挑战,2025-09-23 13:53:46+00:00,3334.003896,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,1.4430379746835444,0.0759493670886076,0.2484925935176836,0.0,Lord Miles完成40天禁食挑战,2025-09-23 15:24:44+00:00,4240.372921,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,1.6835443037974684,0.08860759493670886,0.22790074713281736,0.0,Lord Miles完成40天禁食挑战,2025-09-23 18:00:14+00:00,5289.694432999999,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,1.9240506329113924,0.10126582278481013,0.2155565056351823,0.0,Lord Miles完成40天禁食挑战,2025-09-23 20:09:41+00:00,7009.553706,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,2.1645569620253164,0.11392405063291139,0.23561796922774175,0.0,Lord Miles完成40天禁食挑战,2025-09-24 02:02:31+00:00,2773.18876,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,2.405063291139241,0.12658227848101267,0.2289317027595957,0.0,Lord Miles完成40天禁食挑战,2025-09-24 08:15:43+00:00,2844.60322,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,2.6455696202531644,0.13924050632911392,0.20868945363654764,0.0,Lord Miles完成40天禁食挑战,2025-09-24 10:56:34+00:00,13002.930701000001,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,2.886075949367089,0.1518987341772152,0.17308850685563407,0.0,Lord Miles完成40天禁食挑战,2025-09-24 12:32:15+00:00,7747.781449,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,3.1265822784810124,0.16455696202531644,0.1499502188024237,0.0,Lord Miles完成40天禁食挑战,2025-09-24 14:01:33+00:00,6762.930395,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,3.367088607594937,0.17721518987341772,0.15332563242097252,0.0,Lord Miles完成40天禁食挑战,2025-09-24 15:16:09+00:00,6388.803485,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,3.607594936708861,0.189873417721519,0.17790804303490157,0.0,Lord Miles完成40天禁食挑战,2025-09-24 18:07:11+00:00,6286.820487999999,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,3.848101265822785,0.20253164556962025,0.1582197151069955,0.0,Lord Miles完成40天禁食挑战,2025-09-24 21:18:47+00:00,6510.078489,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,4.088607594936709,0.21518987341772153,0.1648938949139642,0.0,Lord Miles完成40天禁食挑战,2025-09-25 02:34:06+00:00,2992.111417,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,4.329113924050633,0.22784810126582278,0.16595458677817043,0.0,Lord Miles完成40天禁食挑战,2025-09-25 05:10:46+00:00,4226.850948,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,4.569620253164557,0.24050632911392406,0.19101078341755773,0.0,Lord Miles完成40天禁食挑战,2025-09-25 09:17:05+00:00,3589.926668,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,4.810126582278482,0.25316455696202533,0.23817571117718883,0.0,Lord Miles完成40天禁食挑战,2025-09-25 10:17:29+00:00,8124.001757,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,5.0506329113924044,0.26582278481012656,0.19649181310920275,0.0,Lord Miles完成40天禁食挑战,2025-09-25 12:56:37+00:00,2001.9640369999997,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,5.291139240506329,0.27848101265822783,0.15680451403133283,0.0,Lord Miles完成40天禁食挑战,2025-09-25 14:15:23+00:00,12882.696680000001,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,5.531645569620253,0.2911392405063291,0.13335652992065347,0.0,Lord Miles完成40天禁食挑战,2025-09-25 15:47:48+00:00,1263.742848,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,5.772151898734178,0.3037974683544304,0.13709052807227096,0.0,Lord Miles完成40天禁食挑战,2025-09-25 18:17:56+00:00,9162.722759999999,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,6.012658227848101,0.31645569620253167,0.15200934651220657,0.0,Lord Miles完成40天禁食挑战,2025-09-25 20:50:47+00:00,6809.036072999999,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,6.253164556962025,0.3291139240506329,0.1444488001461725,0.0,Lord Miles完成40天禁食挑战,2025-09-25 22:47:19+00:00,1643.942538,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,6.493670886075949,0.34177215189873417,0.16460371144761532,0.0,Lord Miles完成40天禁食挑战,2025-09-26 00:47:35+00:00,13020.561953,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,6.734177215189874,0.35443037974683544,0.1829292728130112,0.0,Lord Miles完成40天禁食挑战,2025-09-26 03:38:37+00:00,10690.277661,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,6.974683544303797,0.3670886075949367,0.21074485947273613,0.0,Lord Miles完成40天禁食挑战,2025-09-26 06:45:53+00:00,14322.289533,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,7.215189873417722,0.379746835443038,0.19996749578894304,0.0,Lord Miles完成40天禁食挑战,2025-09-26 10:11:53+00:00,1254.945422,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,7.455696202531645,0.3924050632911392,0.19126963877052508,0.0,Lord Miles完成40天禁食挑战,2025-09-26 15:05:35+00:00,976.585694,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,7.69620253164557,0.4050632911392405,0.18421054997706207,0.0,Lord Miles完成40天禁食挑战,2025-09-26 16:26:41+00:00,1523.824388,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,7.936708860759493,0.4177215189873418,0.18658422193295857,0.0,Lord Miles完成40天禁食挑战,2025-09-26 19:53:15+00:00,6167.639788,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,8.177215189873419,0.43037974683544306,0.2348174525511829,0.0,Lord Miles完成40天禁食挑战,2025-09-26 20:20:51+00:00,6321.447700000001,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,8.41772151898734,0.4430379746835443,0.2393394874863234,0.0,Lord Miles完成40天禁食挑战,2025-09-26 21:06:39+00:00,4939.892016,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,8.658227848101266,0.45569620253164556,0.25053004036480314,0.0,Lord Miles完成40天禁食挑战,2025-09-26 21:58:53+00:00,2076.350508,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,8.89873417721519,0.46835443037974683,0.2631213496812981,0.0,Lord Miles完成40天禁食挑战,2025-09-27 00:22:53+00:00,1988.825846,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,9.139240506329115,0.4810126582278481,0.21748150637437366,0.0,Lord Miles完成40天禁食挑战,2025-09-27 04:20:55+00:00,11779.180411,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,9.379746835443038,0.4936708860759494,0.19275008258925427,0.0,Lord Miles完成40天禁食挑战,2025-09-27 10:07:15+00:00,1560.02106,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,9.620253164556964,0.5063291139240507,0.17893781886974008,0.0,Lord Miles完成40天禁食挑战,2025-09-27 12:03:11+00:00,363.145221,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,9.860759493670885,0.5189873417721519,0.1832729270044302,0.0,Lord Miles完成40天禁食挑战,2025-09-27 13:26:31+00:00,4010.9545470000003,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,10.101265822784809,0.5316455696202531,0.1892675675617382,0.0,Lord Miles完成40天禁食挑战,2025-09-27 15:53:33+00:00,4870.348404,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,10.341772151898734,0.5443037974683544,0.23177504928409903,0.0,Lord Miles完成40天禁食挑战,2025-09-27 17:05:49+00:00,8653.300369,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,10.582278481012658,0.5569620253164557,0.22158727762499308,0.0,Lord Miles完成40天禁食挑战,2025-09-27 19:28:43+00:00,11810.630392,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,10.822784810126583,0.569620253164557,0.2276443432411958,0.0,Lord Miles完成40天禁食挑战,2025-09-27 22:11:49+00:00,5013.351135,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,11.063291139240507,0.5822784810126582,0.23061505419246184,0.0,Lord Miles完成40天禁食挑战,2025-09-28 00:51:27+00:00,8065.024306,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,11.30379746835443,0.5949367088607594,0.2726423270581455,0.0,Lord Miles完成40天禁食挑战,2025-09-28 01:32:21+00:00,23876.469938,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,11.544303797468356,0.6075949367088608,0.2746102648040934,0.0,Lord Miles完成40天禁食挑战,2025-09-28 02:57:47+00:00,4768.851854,lord-miles-completes-40-day-water-fast-in-the-dessert
真实市场YES成交价,rq1_m10_s0,,11.784810126582277,0.620253164556962,0.26244560524684224,0.0,Lord Miles完成40天禁食挑战,2025-09-28 04:41:49+00:00,3744.9001659999994,lord-miles-completes-40-day-water-fast-in-the-dessert
