series,config,market_title,cum_trades,trade_progress,yes_price,truth,tick,ts,volume,slug,real_cum_trades,market,frac,yes_mid,module
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,29.063291139240505,0.5189873417721519,0.9482920386678666,1.0,,2025-09-07 02:14:16+00:00,8103.517493,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1307.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,29.772151898734172,0.5316455696202531,0.9352957671321472,1.0,,2025-09-07 06:08:16+00:00,34387.538207,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1338.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,30.481012658227847,0.5443037974683544,0.936451621197706,1.0,,2025-09-07 08:52:24+00:00,12339.746422999999,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1369.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,31.189873417721518,0.5569620253164557,0.911282532858038,1.0,,2025-09-07 09:31:36+00:00,38816.037865000006,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1400.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,31.898734177215193,0.569620253164557,0.840939937598312,1.0,,2025-09-07 10:00:46+00:00,14109.967875,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1431.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,32.607594936708864,0.5822784810126582,0.7945868881770464,1.0,,2025-09-07 10:29:36+00:00,14952.964899,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1462.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,33.31645569620253,0.5949367088607594,0.8321283316049783,1.0,,2025-09-07 11:53:36+00:00,26453.359694,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1493.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,34.025316455696206,0.6075949367088608,0.8536511377374562,1.0,,2025-09-07 14:26:16+00:00,6135.9631469999995,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1524.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,34.734177215189874,0.620253164556962,0.8674025942829737,1.0,,2025-09-07 16:40:56+00:00,11523.413828,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1556.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,35.44303797468355,0.6329113924050633,0.8610934879786295,1.0,,2025-09-07 18:07:50+00:00,20276.171885,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1587.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,36.151898734177216,0.6455696202531646,0.8880480077120612,1.0,,2025-09-07 19:04:22+00:00,14467.958736999999,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1618.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,36.860759493670884,0.6582278481012658,0.9943926461934688,1.0,,2025-09-07 20:08:04+00:00,45586.306748,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1649.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,37.56962025316456,0.6708860759493671,0.9969668340224296,1.0,,2025-09-07 21:07:54+00:00,176086.427991,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1680.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,38.278481012658226,0.6835443037974683,0.996888574294222,1.0,,2025-09-07 23:27:52+00:00,56700.993175,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1711.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,38.9873417721519,0.6962025316455697,0.9964864773318333,1.0,,2025-09-08 03:51:22+00:00,84021.48296899999,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1742.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,39.69620253164557,0.7088607594936709,0.996571388513213,1.0,,2025-09-08 05:09:30+00:00,68829.327451,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1773.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,40.405063291139236,0.7215189873417721,0.9975047060181401,1.0,,2025-09-08 08:20:36+00:00,132624.5041,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1804.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,41.11392405063291,0.7341772151898734,0.9977177678212504,1.0,,2025-09-08 09:55:36+00:00,159718.06718,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1835.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,41.82278481012658,0.7468354430379747,0.9965147869148921,1.0,,2025-09-08 11:38:42+00:00,108578.111622,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1867.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,42.53164556962025,0.759493670886076,0.9966189974936233,1.0,,2025-09-08 13:26:50+00:00,59261.493772,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1898.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,43.24050632911393,0.7721518987341772,0.9964553612041701,1.0,,2025-09-08 14:55:04+00:00,183111.984804,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1929.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,43.949367088607595,0.7848101265822784,0.9962455913650834,1.0,,2025-09-08 16:55:36+00:00,142338.4205,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1960.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,44.65822784810127,0.7974683544303798,0.9968525411253729,1.0,,2025-09-08 19:42:46+00:00,152809.16632699998,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,1991.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,45.36708860759494,0.810126582278481,0.9975932755025106,1.0,,2025-09-08 22:10:54+00:00,77807.492903,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2022.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,46.07594936708861,0.8227848101265823,0.9965393402633917,1.0,,2025-09-08 23:03:02+00:00,431059.693935,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2053.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,46.78481012658228,0.8354430379746836,0.9964975405344094,1.0,,2025-09-09 02:40:26+00:00,201424.13215400002,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2084.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,47.49367088607595,0.8481012658227848,0.9965410785720333,1.0,,2025-09-09 05:37:40+00:00,135302.184552,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2115.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,48.20253164556962,0.8607594936708861,0.9970645161264268,1.0,,2025-09-09 08:03:42+00:00,89147.670728,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2146.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,48.91139240506329,0.8734177215189873,0.9972824614977269,1.0,,2025-09-09 10:05:00+00:00,150744.456098,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2178.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,49.62025316455696,0.8860759493670886,0.9962882970400133,1.0,,2025-09-09 12:47:56+00:00,687057.788242,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2209.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,50.32911392405063,0.8987341772151899,0.99589079984004,1.0,,2025-09-09 15:20:08+00:00,135381.918584,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2240.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,51.037974683544306,0.9113924050632911,0.9967234816928089,1.0,,2025-09-09 19:42:28+00:00,171020.727897,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2271.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,51.74683544303798,0.9240506329113924,0.9974019983986372,1.0,,2025-09-09 23:28:36+00:00,198087.769432,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2302.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,52.45569620253165,0.9367088607594937,0.9983154209401811,1.0,,2025-09-10 04:40:18+00:00,414609.246126,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2333.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,53.164556962025316,0.9493670886075949,0.9984119501327284,1.0,,2025-09-10 08:27:23+00:00,190770.88842,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2364.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,53.87341772151899,0.9620253164556962,0.9989035148284334,1.0,,2025-09-10 12:35:57+00:00,370288.79253,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2395.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,54.58227848101266,0.9746835443037974,0.9988160774070748,1.0,,2025-09-10 14:50:18+00:00,375989.62757,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2426.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,55.29113924050633,0.9873417721518988,0.9986451597096466,1.0,,2025-09-10 17:59:59+00:00,123725.794858,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2457.0,,,,
真实市场价格,c4_robotaxi_natural_s0,特斯拉 Robotaxi,56.0,1.0,0.9989924911040053,1.0,,2025-09-10 23:40:13+00:00,535918.5785,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2489.0,,,,
正常模拟·经验自然分布,c4_robotaxi_natural_s0,,0.0,0.0,,1.0,0.0,,,,,robotaxi,0.0,0.49,c4
正常模拟·经验自然分布,c4_robotaxi_natural_s0,,1.0,0.02564102564102564,,1.0,0.0,,,,,robotaxi,0.0,0.49,c4
正常模拟·经验自然分布,c4_robotaxi_natural_s0,,1.0,0.02564102564102564,,1.0,1.0,,,,,robotaxi,0.05263157894736842,0.48,c4
正常模拟·经验自然分布,c4_robotaxi_natural_s0,,2.0,0.05128205128205128,,1.0,2.0,,,,,robotaxi,0.10526315789473684,0.5,c4
正常模拟·经验自然分布,c4_robotaxi_natural_s0,,2.0,0.05128205128205128,,1.0,3.0,,,,,robotaxi,0.15789473684210525,0.5,c4
