市场,决策轮数,tick,累积成交笔数,平均信念,模拟市场价格,差距
特斯拉 Robotaxi,100,73,242.0,0.10350000000000001,0.06,0.04350000000000001
特斯拉 Robotaxi,100,74,244.0,0.1055,0.06,0.0455
特斯拉 Robotaxi,100,75,244.0,0.10400000000000001,0.06,0.04400000000000001
特斯拉 Robotaxi,100,76,245.0,0.1045,0.06,0.0445
特斯拉 Robotaxi,100,77,250.0,0.10450000000000001,0.08375,0.020750000000000005
特斯拉 Robotaxi,100,78,254.0,0.10375000000000001,0.132,-0.028249999999999997
特斯拉 Robotaxi,100,79,258.0,0.12350000000000001,0.129,-0.005499999999999991
特斯拉 Robotaxi,100,80,258.0,0.121,0.14,-0.019000000000000017
特斯拉 Robotaxi,100,81,259.0,0.11950000000000001,0.14,-0.020500000000000004
特斯拉 Robotaxi,100,82,267.0,0.1165,0.12050000000000001,-0.0040000000000000036
特斯拉 Robotaxi,100,83,269.0,0.1085,0.096,0.012499999999999997
特斯拉 Robotaxi,100,84,273.0,0.0965,0.08499999999999999,0.01150000000000001
特斯拉 Robotaxi,100,85,279.0,0.087,0.088,-0.0010000000000000009
特斯拉 Robotaxi,100,86,281.0,0.079,0.096,-0.017
特斯拉 Robotaxi,100,87,287.0,0.0725,0.08499999999999999,-0.012499999999999997
特斯拉 Robotaxi,100,88,294.0,0.0705,0.08499999999999999,-0.014499999999999999
特斯拉 Robotaxi,100,89,298.0,0.06949999999999999,0.08499999999999999,-0.0155
特斯拉 Robotaxi,100,90,304.0,0.0675,0.08499999999999999,-0.017499999999999988
特斯拉 Robotaxi,100,91,311.0,0.064,0.08499999999999999,-0.02099999999999999
特斯拉 Robotaxi,100,92,314.0,0.063,0.08574999999999999,-0.022749999999999992
特斯拉 Robotaxi,100,93,319.0,0.06225000000000001,0.08449999999999999,-0.022249999999999985
特斯拉 Robotaxi,100,94,320.0,0.056499999999999995,0.09,-0.0335
特斯拉 Robotaxi,100,95,324.0,0.05600000000000001,0.09,-0.03399999999999999
特斯拉 Robotaxi,100,96,328.0,0.053000000000000005,0.09,-0.03699999999999999
特斯拉 Robotaxi,100,97,332.0,0.0455,0.0875,-0.041999999999999996
特斯拉 Robotaxi,100,98,335.0,0.039,0.049,-0.010000000000000002
特斯拉 Robotaxi,100,99,335.0,0.03575,0.05,-0.014250000000000006
