experiment,series,config,market,market_title,agent_id,wallet_percentile,final_pnl
ablation_c5,关闭思考,c5_ethereum_off_s0,ethereum,以太坊 5000 美元,16,89.47368421052633,117.20971729439265
ablation_c5,关闭思考,c5_ethereum_off_s0,ethereum,以太坊 5000 美元,8,94.73684210526316,149.9642857142857
ablation_c5,关闭思考,c5_ethereum_off_s0,ethereum,以太坊 5000 美元,18,100.0,3172.019442406456
ablation_c5,开启思考,c5_robotaxi_on_s0,robotaxi,特斯拉 Robotaxi,13,0.0,0.0
ablation_c5,开启思考,c5_robotaxi_on_s0,robotaxi,特斯拉 Robotaxi,8,5.2631578947368425,0.0
ablation_c5,开启思考,c5_robotaxi_on_s0,robotaxi,特斯拉 Robotaxi,10,10.526315789473685,4.625906862745097
ablation_c5,开启思考,c5_robotaxi_on_s0,robotaxi,特斯拉 Robotaxi,7,15.789473684210527,5.252278216164514
ablation_c5,开启思考,c5_robotaxi_on_s0,robotaxi,特斯拉 Robotaxi,9,21.05263157894737,6.507680084745758
ablation_c5,开启思考,c5_robotaxi_on_s0,robotaxi,特斯拉 Robotaxi,19,26.315789473684212,9.375
ablation_c5,开启思考,c5_robotaxi_on_s0,robotaxi,特斯拉 Robotaxi,5,31.578947368421055,10.058559322033897
ablation_c5,开启思考,c5_robotaxi_on_s0,robotaxi,特斯拉 Robotaxi,18,36.8421052631579,11.794414733050829
ablation_c5,开启思考,c5_robotaxi_on_s0,robotaxi,特斯拉 Robotaxi,4,42.10526315789474,14.2
ablation_c5,开启思考,c5_robotaxi_on_s0,robotaxi,特斯拉 Robotaxi,12,47.36842105263158,21.1982762125035
ablation_c5,开启思考,c5_robotaxi_on_s0,robotaxi,特斯拉 Robotaxi,3,52.631578947368425,22.265625
ablation_c5,开启思考,c5_robotaxi_on_s0,robotaxi,特斯拉 Robotaxi,16,57.89473684210527,22.4
ablation_c5,开启思考,c5_robotaxi_on_s0,robotaxi,特斯拉 Robotaxi,11,63.15789473684211,33.323687762042816
ablation_c5,开启思考,c5_robotaxi_on_s0,robotaxi,特斯拉 Robotaxi,2,68.42105263157896,46.85175824175824
ablation_c5,开启思考,c5_robotaxi_on_s0,robotaxi,特斯拉 Robotaxi,1,73.6842105263158,49.76218220338983
ablation_c5,开启思考,c5_robotaxi_on_s0,robotaxi,特斯拉 Robotaxi,0,78.94736842105263,135.53876317135246
ablation_c5,开启思考,c5_robotaxi_on_s0,robotaxi,特斯拉 Robotaxi,17,84.21052631578948,137.104025738327
ablation_c5,开启思考,c5_robotaxi_on_s0,robotaxi,特斯拉 Robotaxi,6,89.47368421052633,156.3723746223917
ablation_c5,开启思考,c5_robotaxi_on_s0,robotaxi,特斯拉 Robotaxi,15,94.73684210526316,309.375
ablation_c5,开启思考,c5_robotaxi_on_s0,robotaxi,特斯拉 Robotaxi,14,100.0,560.515625
ablation_c5,关闭思考,c5_robotaxi_off_s0,robotaxi,特斯拉 Robotaxi,7,0.0,0.0
ablation_c5,关闭思考,c5_robotaxi_off_s0,robotaxi,特斯拉 Robotaxi,13,5.2631578947368425,5.861977570020827e-16
ablation_c5,关闭思考,c5_robotaxi_off_s0,robotaxi,特斯拉 Robotaxi,14,10.526315789473685,0.004662480376767917
