模块,市场,条件,tick,累积成交笔数,平均信念,模拟市场价格,差距
信念更新工具,特斯拉 Robotaxi,关闭信念更新,7,0.0,0.39666666666666667,0.49966666666666665,-0.10299999999999998
信念更新工具,特斯拉 Robotaxi,关闭信念更新,8,0.0,0.4676923076923077,0.505,-0.03730769230769232
信念更新工具,特斯拉 Robotaxi,关闭信念更新,9,0.0,0.42375,0.505,-0.08124999999999999
信念更新工具,特斯拉 Robotaxi,关闭信念更新,10,1.0,0.38266666666666665,0.505,-0.12233333333333335
信念更新工具,特斯拉 Robotaxi,关闭信念更新,11,1.0,0.38199999999999995,0.5023333333333333,-0.12033333333333335
信念更新工具,特斯拉 Robotaxi,关闭信念更新,12,2.0,0.364375,0.5,-0.135625
信念更新工具,特斯拉 Robotaxi,关闭信念更新,13,4.0,0.3409090909090909,0.49727272727272726,-0.15636363636363637
信念更新工具,特斯拉 Robotaxi,关闭信念更新,14,4.0,0.37,0.495,-0.125
信念更新工具,特斯拉 Robotaxi,关闭信念更新,15,4.0,0.3552941176470588,0.49499999999999994,-0.13970588235294112
信念更新工具,特斯拉 Robotaxi,关闭信念更新,16,4.0,0.335,0.495,-0.15999999999999998
信念更新工具,特斯拉 Robotaxi,关闭信念更新,17,4.0,0.3438461538461538,0.495,-0.1511538461538462
信念更新工具,特斯拉 Robotaxi,关闭信念更新,18,6.0,0.3378571428571429,0.495,-0.15714285714285708
信念更新工具,特斯拉 Robotaxi,关闭信念更新,19,6.0,0.3125,0.49833333333333335,-0.18583333333333335
