series,config,market,tick,frac,yes_mid,truth,market_title,ts,volume,slug
rq1_m02_s0,rq1_m02_s0,other,0.0,0.0,0.5,1.0,,,,
rq1_m02_s0,rq1_m02_s0,other,1.0,0.05263157894736842,0.26,1.0,,,,
rq1_m02_s0,rq1_m02_s0,other,2.0,0.10526315789473684,0.26,1.0,,,,
rq1_m02_s0,rq1_m02_s0,other,3.0,0.15789473684210525,0.265,1.0,,,,
rq1_m02_s0,rq1_m02_s0,other,4.0,0.21052631578947367,0.265,1.0,,,,
rq1_m02_s0,rq1_m02_s0,other,5.0,0.2631578947368421,0.265,1.0,,,,
rq1_m02_s0,rq1_m02_s0,other,6.0,0.3157894736842105,0.25,1.0,,,,
rq1_m02_s0,rq1_m02_s0,other,7.0,0.3684210526315789,0.25,1.0,,,,
rq1_m02_s0,rq1_m02_s0,other,8.0,0.42105263157894735,0.235,1.0,,,,
rq1_m02_s0,rq1_m02_s0,other,9.0,0.47368421052631576,0.225,1.0,,,,
rq1_m02_s0,rq1_m02_s0,other,10.0,0.5263157894736842,0.22,1.0,,,,
rq1_m02_s0,rq1_m02_s0,other,11.0,0.5789473684210527,0.22,1.0,,,,
rq1_m02_s0,rq1_m02_s0,other,12.0,0.631578947368421,0.22,1.0,,,,
rq1_m02_s0,rq1_m02_s0,other,13.0,0.6842105263157895,0.22,1.0,,,,
rq1_m02_s0,rq1_m02_s0,other,14.0,0.7368421052631579,0.22,1.0,,,,
rq1_m02_s0,rq1_m02_s0,other,15.0,0.7894736842105263,0.22,1.0,,,,
rq1_m02_s0,rq1_m02_s0,other,16.0,0.8421052631578947,0.22,1.0,,,,
rq1_m02_s0,rq1_m02_s0,other,17.0,0.8947368421052632,0.22,1.0,,,,
rq1_m02_s0,rq1_m02_s0,other,18.0,0.9473684210526315,0.22,1.0,,,,
rq1_m02_s0,rq1_m02_s0,other,19.0,1.0,0.22,1.0,,,,
真实市场YES成交价,rq1_m02_s0,,0.0,0.0,0.3533618590595222,1.0,特朗普周一前部署国民警卫队,2025-08-11 04:11:26+00:00,1280.7092989999999,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,0.24050632911392406,0.012658227848101266,0.32535756992523435,1.0,特朗普周一前部署国民警卫队,2025-08-11 05:33:56+00:00,778.805917,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,0.4810126582278481,0.02531645569620253,0.3503065422768092,1.0,特朗普周一前部署国民警卫队,2025-08-11 06:55:42+00:00,1488.438361,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,0.7215189873417722,0.0379746835443038,0.35635870127525227,1.0,特朗普周一前部署国民警卫队,2025-08-11 08:01:18+00:00,1721.7895780000001,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,0.9620253164556962,0.05063291139240506,0.4017193573631833,1.0,特朗普周一前部署国民警卫队,2025-08-11 09:21:10+00:00,3194.145947,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,1.2025316455696204,0.06329113924050633,0.4860861199289447,1.0,特朗普周一前部署国民警卫队,2025-08-11 10:19:26+00:00,2240.264999,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,1.4430379746835444,0.0759493670886076,0.4786075386026753,1.0,特朗普周一前部署国民警卫队,2025-08-11 10:55:44+00:00,3737.755792,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,1.6835443037974684,0.08860759493670886,0.39110919677036393,1.0,特朗普周一前部署国民警卫队,2025-08-11 12:02:10+00:00,7695.251624000001,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,1.9240506329113924,0.10126582278481013,0.4935910719615826,1.0,特朗普周一前部署国民警卫队,2025-08-11 12:36:20+00:00,3272.483432,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,2.1645569620253164,0.11392405063291139,0.49908697867945173,1.0,特朗普周一前部署国民警卫队,2025-08-11 13:01:28+00:00,3772.1870710000003,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,2.405063291139241,0.12658227848101267,0.46292682547842645,1.0,特朗普周一前部署国民警卫队,2025-08-11 13:29:16+00:00,2532.253432,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,2.6455696202531644,0.13924050632911392,0.5219443889040796,1.0,特朗普周一前部署国民警卫队,2025-08-11 13:46:04+00:00,4982.096947,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,2.886075949367089,0.1518987341772152,0.573731425425066,1.0,特朗普周一前部署国民警卫队,2025-08-11 14:06:38+00:00,12282.863863999999,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,3.1265822784810124,0.16455696202531644,0.7463607947388164,1.0,特朗普周一前部署国民警卫队,2025-08-11 14:30:10+00:00,3976.532375,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,3.367088607594937,0.17721518987341772,0.8058422256424035,1.0,特朗普周一前部署国民警卫队,2025-08-11 14:41:40+00:00,9212.094113,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,3.607594936708861,0.189873417721519,0.8663824536731303,1.0,特朗普周一前部署国民警卫队,2025-08-11 14:51:34+00:00,4760.7810739999995,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,3.848101265822785,0.20253164556962025,0.4866543142434862,1.0,特朗普周一前部署国民警卫队,2025-08-11 14:59:02+00:00,3390.239257,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,4.088607594936709,0.21518987341772153,0.23073635245106883,1.0,特朗普周一前部署国民警卫队,2025-08-11 15:01:30+00:00,780.488384,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,4.329113924050633,0.22784810126582278,0.24886106249641932,1.0,特朗普周一前部署国民警卫队,2025-08-11 15:08:20+00:00,2281.6552,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,4.569620253164557,0.24050632911392406,0.179885854927378,1.0,特朗普周一前部署国民警卫队,2025-08-11 15:17:02+00:00,661.342371,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,4.810126582278482,0.25316455696202533,0.09933519676921654,1.0,特朗普周一前部署国民警卫队,2025-08-11 15:35:24+00:00,991.6797089999998,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,5.0506329113924044,0.26582278481012656,0.13897423496197261,1.0,特朗普周一前部署国民警卫队,2025-08-11 15:50:44+00:00,740.81375,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,5.291139240506329,0.27848101265822783,0.2010443019797381,1.0,特朗普周一前部署国民警卫队,2025-08-11 15:59:22+00:00,1350.80375,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,5.531645569620253,0.2911392405063291,0.20045925675361131,1.0,特朗普周一前部署国民警卫队,2025-08-11 16:09:28+00:00,620.1328679999999,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,5.772151898734178,0.3037974683544304,0.24741787012011035,1.0,特朗普周一前部署国民警卫队,2025-08-11 16:29:28+00:00,1965.1794349999998,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,6.012658227848101,0.31645569620253167,0.39304628379634404,1.0,特朗普周一前部署国民警卫队,2025-08-11 16:40:44+00:00,3855.112294,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,6.253164556962025,0.3291139240506329,0.3992801870403435,1.0,特朗普周一前部署国民警卫队,2025-08-11 16:46:12+00:00,3587.897364,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,6.493670886075949,0.34177215189873417,0.3809032060995578,1.0,特朗普周一前部署国民警卫队,2025-08-11 16:54:06+00:00,4599.25539,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,6.734177215189874,0.35443037974683544,0.27959257631543605,1.0,特朗普周一前部署国民警卫队,2025-08-11 17:02:06+00:00,1735.331201,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,6.974683544303797,0.3670886075949367,0.3397434961112302,1.0,特朗普周一前部署国民警卫队,2025-08-11 17:20:32+00:00,2047.139858,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,7.215189873417722,0.379746835443038,0.3680126507943183,1.0,特朗普周一前部署国民警卫队,2025-08-11 17:40:54+00:00,4331.445999,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,7.455696202531645,0.3924050632911392,0.2925207871304279,1.0,特朗普周一前部署国民警卫队,2025-08-11 18:05:46+00:00,2311.614203,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,7.69620253164557,0.4050632911392405,0.3386032782287756,1.0,特朗普周一前部署国民警卫队,2025-08-11 18:30:34+00:00,2822.0167739999997,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,7.936708860759493,0.4177215189873418,0.32337900346144904,1.0,特朗普周一前部署国民警卫队,2025-08-11 19:18:12+00:00,5372.408062,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,8.177215189873419,0.43037974683544306,0.44501063319203626,1.0,特朗普周一前部署国民警卫队,2025-08-11 19:37:34+00:00,3936.004082,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,8.41772151898734,0.4430379746835443,0.34389259143568557,1.0,特朗普周一前部署国民警卫队,2025-08-11 19:50:32+00:00,2865.096465,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,8.658227848101266,0.45569620253164556,0.3527901945811678,1.0,特朗普周一前部署国民警卫队,2025-08-11 20:10:06+00:00,2424.290643,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,8.89873417721519,0.46835443037974683,0.3031397155412558,1.0,特朗普周一前部署国民警卫队,2025-08-11 20:36:36+00:00,1711.936087,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,9.139240506329115,0.4810126582278481,0.24629104004998478,1.0,特朗普周一前部署国民警卫队,2025-08-11 21:26:16+00:00,2306.292469,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,9.379746835443038,0.4936708860759494,0.28988914860353954,1.0,特朗普周一前部署国民警卫队,2025-08-11 21:45:16+00:00,2758.415082,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,9.620253164556964,0.5063291139240507,0.2873513356527713,1.0,特朗普周一前部署国民警卫队,2025-08-11 22:15:46+00:00,792.345155,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,9.860759493670885,0.5189873417721519,0.1879997001653936,1.0,特朗普周一前部署国民警卫队,2025-08-11 23:13:26+00:00,2109.423396,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,10.101265822784809,0.5316455696202531,0.161554691994923,1.0,特朗普周一前部署国民警卫队,2025-08-12 00:00:38+00:00,2207.330822,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,10.341772151898734,0.5443037974683544,0.21551209456306006,1.0,特朗普周一前部署国民警卫队,2025-08-12 00:27:32+00:00,3095.3014579999995,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,10.582278481012658,0.5569620253164557,0.250457923579272,1.0,特朗普周一前部署国民警卫队,2025-08-12 01:34:50+00:00,2952.397967,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,10.822784810126583,0.569620253164557,0.22761553742824323,1.0,特朗普周一前部署国民警卫队,2025-08-12 02:19:56+00:00,2207.681631,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,11.063291139240507,0.5822784810126582,0.28092548141337864,1.0,特朗普周一前部署国民警卫队,2025-08-12 02:58:44+00:00,4463.295673,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,11.30379746835443,0.5949367088607594,0.3331797396825831,1.0,特朗普周一前部署国民警卫队,2025-08-12 03:37:18+00:00,2813.255585,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,11.544303797468356,0.6075949367088608,0.30621691506176374,1.0,特朗普周一前部署国民警卫队,2025-08-12 04:04:30+00:00,3223.376699,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,11.784810126582277,0.620253164556962,0.5400831488689105,1.0,特朗普周一前部署国民警卫队,2025-08-12 04:21:08+00:00,15625.332118,will-trump-deploy-national-guard-in-dc-by-monday
真实市场YES成交价,rq1_m02_s0,,12.025316455696203,0.6329113924050633,0.993436485135135,1.0,特朗普周一前部署国民警卫队,2025-08-12 04:55:22+00:00,32145.91388,will-trump-deploy-national-guard-in-dc-by-monday
