series,config,market_title,cum_trades,trade_progress,yes_price,truth,tick,ts,volume,slug
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,0.0,0.0,0.265,0.0,0.0,,,
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,1.0,0.019230769230769232,0.265,0.0,0.0,,,
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,4.0,0.07692307692307693,0.245,0.0,1.0,,,
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,4.0,0.07692307692307693,0.265,0.0,2.0,,,
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,5.0,0.09615384615384616,0.26,0.0,3.0,,,
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,9.0,0.17307692307692307,0.265,0.0,4.0,,,
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,12.0,0.23076923076923078,0.255,0.0,5.0,,,
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,17.0,0.3269230769230769,0.26,0.0,6.0,,,
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,17.0,0.3269230769230769,0.27,0.0,7.0,,,
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,21.0,0.40384615384615385,0.235,0.0,8.0,,,
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,22.0,0.4230769230769231,0.26,0.0,9.0,,,
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,22.0,0.4230769230769231,0.245,0.0,10.0,,,
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,25.0,0.4807692307692308,0.245,0.0,11.0,,,
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,28.0,0.5384615384615384,0.245,0.0,12.0,,,
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,37.0,0.7115384615384616,0.22,0.0,13.0,,,
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,42.0,0.8076923076923077,0.195,0.0,14.0,,,
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,44.0,0.8461538461538461,0.195,0.0,15.0,,,
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,47.0,0.9038461538461539,0.19,0.0,16.0,,,
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,50.0,0.9615384615384616,0.19,0.0,17.0,,,
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,51.0,0.9807692307692307,0.19,0.0,18.0,,,
模拟市场价格,rq1_m05_s0,比特币7月触及12.5万美元,52.0,1.0,0.19,0.0,19.0,,,
真实市场价格,rq1_m05_s0,比特币7月触及12.5万美元,0.0,0.0,0.2481191503484532,0.0,,2025-07-24 12:18:24+00:00,2061.581253,will-bitcoin-reach-125k-in-july-846-114
真实市场价格,rq1_m05_s0,比特币7月触及12.5万美元,0.6582278481012658,0.012658227848101266,0.24443879356752293,0.0,,2025-07-24 13:03:08+00:00,1522.845524,will-bitcoin-reach-125k-in-july-846-114
真实市场价格,rq1_m05_s0,比特币7月触及12.5万美元,1.3164556962025316,0.02531645569620253,0.23549672299173552,0.0,,2025-07-24 14:23:24+00:00,1545.899888,will-bitcoin-reach-125k-in-july-846-114
真实市场价格,rq1_m05_s0,比特币7月触及12.5万美元,1.9746835443037976,0.0379746835443038,0.28581993863850236,0.0,,2025-07-24 15:11:30+00:00,1978.408874,will-bitcoin-reach-125k-in-july-846-114
真实市场价格,rq1_m05_s0,比特币7月触及12.5万美元,2.632911392405063,0.05063291139240506,0.30715705287066813,0.0,,2025-07-24 15:54:28+00:00,3074.5195449999997,will-bitcoin-reach-125k-in-july-846-114
真实市场价格,rq1_m05_s0,比特币7月触及12.5万美元,3.2911392405063293,0.06329113924050633,0.2854842363769234,0.0,,2025-07-24 18:11:46+00:00,3356.434272,will-bitcoin-reach-125k-in-july-846-114
真实市场价格,rq1_m05_s0,比特币7月触及12.5万美元,3.949367088607595,0.0759493670886076,0.27138702546752047,0.0,,2025-07-24 21:34:28+00:00,3993.978524,will-bitcoin-reach-125k-in-july-846-114
真实市场价格,rq1_m05_s0,比特币7月触及12.5万美元,4.6075949367088604,0.08860759493670886,0.24411852178056143,0.0,,2025-07-25 00:03:28+00:00,2204.343683,will-bitcoin-reach-125k-in-july-846-114
真实市场价格,rq1_m05_s0,比特币7月触及12.5万美元,5.265822784810126,0.10126582278481013,0.20255179557971256,0.0,,2025-07-25 02:35:34+00:00,2249.883113,will-bitcoin-reach-125k-in-july-846-114
真实市场价格,rq1_m05_s0,比特币7月触及12.5万美元,5.924050632911392,0.11392405063291139,0.14549915655043255,0.0,,2025-07-25 03:52:14+00:00,5137.066872,will-bitcoin-reach-125k-in-july-846-114
真实市场价格,rq1_m05_s0,比特币7月触及12.5万美元,6.582278481012659,0.12658227848101267,0.1431471309869733,0.0,,2025-07-25 05:09:22+00:00,4276.633841999999,will-bitcoin-reach-125k-in-july-846-114
真实市场价格,rq1_m05_s0,比特币7月触及12.5万美元,7.240506329113924,0.13924050632911392,0.13235506439013323,0.0,,2025-07-25 07:17:08+00:00,5106.148774,will-bitcoin-reach-125k-in-july-846-114
真实市场价格,rq1_m05_s0,比特币7月触及12.5万美元,7.89873417721519,0.1518987341772152,0.11505287477444402,0.0,,2025-07-25 09:57:44+00:00,3158.2270470000003,will-bitcoin-reach-125k-in-july-846-114
真实市场价格,rq1_m05_s0,比特币7月触及12.5万美元,8.556962025316455,0.16455696202531644,0.142479716820786,0.0,,2025-07-25 11:27:01+00:00,708.4423780000001,will-bitcoin-reach-125k-in-july-846-114
