series,config,market,tick,frac,yes_mid,truth,cum_trades,trade_progress,market_title,yes_price,ts,volume,slug,real_cum_trades
真实市场价格,c1_robotaxi_n10_s0,,,,,1.0,294.9113924050633,0.8354430379746836,特斯拉 Robotaxi,0.9964975405344094,2025-09-09 02:40:26+00:00,201424.13215400002,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2084.0
真实市场价格,c1_robotaxi_n10_s0,,,,,1.0,299.37974683544303,0.8481012658227848,特斯拉 Robotaxi,0.9965410785720333,2025-09-09 05:37:40+00:00,135302.184552,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2115.0
真实市场价格,c1_robotaxi_n10_s0,,,,,1.0,303.8481012658228,0.8607594936708861,特斯拉 Robotaxi,0.9970645161264268,2025-09-09 08:03:42+00:00,89147.670728,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2146.0
真实市场价格,c1_robotaxi_n10_s0,,,,,1.0,308.3164556962025,0.8734177215189873,特斯拉 Robotaxi,0.9972824614977269,2025-09-09 10:05:00+00:00,150744.456098,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2178.0
真实市场价格,c1_robotaxi_n10_s0,,,,,1.0,312.7848101265823,0.8860759493670886,特斯拉 Robotaxi,0.9962882970400133,2025-09-09 12:47:56+00:00,687057.788242,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2209.0
真实市场价格,c1_robotaxi_n10_s0,,,,,1.0,317.253164556962,0.8987341772151899,特斯拉 Robotaxi,0.99589079984004,2025-09-09 15:20:08+00:00,135381.918584,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2240.0
真实市场价格,c1_robotaxi_n10_s0,,,,,1.0,321.72151898734177,0.9113924050632911,特斯拉 Robotaxi,0.9967234816928089,2025-09-09 19:42:28+00:00,171020.727897,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2271.0
真实市场价格,c1_robotaxi_n10_s0,,,,,1.0,326.1898734177215,0.9240506329113924,特斯拉 Robotaxi,0.9974019983986372,2025-09-09 23:28:36+00:00,198087.769432,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2302.0
真实市场价格,c1_robotaxi_n10_s0,,,,,1.0,330.65822784810126,0.9367088607594937,特斯拉 Robotaxi,0.9983154209401811,2025-09-10 04:40:18+00:00,414609.246126,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2333.0
真实市场价格,c1_robotaxi_n10_s0,,,,,1.0,335.126582278481,0.9493670886075949,特斯拉 Robotaxi,0.9984119501327284,2025-09-10 08:27:23+00:00,190770.88842,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2364.0
真实市场价格,c1_robotaxi_n10_s0,,,,,1.0,339.59493670886076,0.9620253164556962,特斯拉 Robotaxi,0.9989035148284334,2025-09-10 12:35:57+00:00,370288.79253,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2395.0
真实市场价格,c1_robotaxi_n10_s0,,,,,1.0,344.0632911392405,0.9746835443037974,特斯拉 Robotaxi,0.9988160774070748,2025-09-10 14:50:18+00:00,375989.62757,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2426.0
真实市场价格,c1_robotaxi_n10_s0,,,,,1.0,348.53164556962025,0.9873417721518988,特斯拉 Robotaxi,0.9986451597096466,2025-09-10 17:59:59+00:00,123725.794858,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2457.0
真实市场价格,c1_robotaxi_n10_s0,,,,,1.0,353.0,1.0,特斯拉 Robotaxi,0.9989924911040053,2025-09-10 23:40:13+00:00,535918.5785,will-tesla-launch-a-driverless-robotaxi-service-by-october-31,2489.0
