series,config,market_title,cum_trades,trade_progress,yes_price,truth,tick,ts,volume,slug
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0,0.0,0.33999999999999997,0.0,0.0,,,
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,2.0,0.028169014084507043,0.33999999999999997,0.0,0.0,,,
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,3.0,0.04225352112676056,0.33499999999999996,0.0,1.0,,,
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,4.0,0.056338028169014086,0.36,0.0,2.0,,,
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,6.0,0.08450704225352113,0.375,0.0,3.0,,,
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,9.0,0.1267605633802817,0.385,0.0,4.0,,,
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,10.0,0.14084507042253522,0.39,0.0,5.0,,,
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,13.0,0.18309859154929578,0.395,0.0,6.0,,,
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,15.0,0.2112676056338028,0.39,0.0,7.0,,,
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,17.0,0.23943661971830985,0.39,0.0,8.0,,,
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,20.0,0.28169014084507044,0.4,0.0,9.0,,,
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,30.0,0.4225352112676056,0.4,0.0,10.0,,,
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,42.0,0.5915492957746479,0.4,0.0,11.0,,,
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,48.0,0.676056338028169,0.4,0.0,12.0,,,
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,51.0,0.7183098591549296,0.42500000000000004,0.0,13.0,,,
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,56.0,0.7887323943661971,0.42000000000000004,0.0,14.0,,,
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,58.0,0.8169014084507042,0.42000000000000004,0.0,15.0,,,
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,63.0,0.8873239436619719,0.42000000000000004,0.0,16.0,,,
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,63.0,0.8873239436619719,0.42000000000000004,0.0,17.0,,,
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,69.0,0.971830985915493,0.26,0.0,18.0,,,
模拟市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,71.0,1.0,0.3,0.0,19.0,,,
真实市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.0,0.0,0.2759019118496418,0.0,,2025-08-01 10:04:48+00:00,139.99101100000001,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31
真实市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,0.8987341772151899,0.012658227848101266,0.2243128830472194,0.0,,2025-08-01 19:52:36+00:00,194.215316,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31
真实市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,1.7974683544303798,0.02531645569620253,0.17900175830504053,0.0,,2025-08-02 18:53:00+00:00,2427.3094730000003,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31
真实市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,2.6962025316455698,0.0379746835443038,0.11311731787073125,0.0,,2025-08-03 23:52:35+00:00,426.219427,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31
真实市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,3.5949367088607596,0.05063291139240506,0.10559999522572934,0.0,,2025-08-05 21:55:27+00:00,431.30049099999997,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31
真实市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,4.493670886075949,0.06329113924050633,0.07388835241629389,0.0,,2025-08-11 12:32:00+00:00,486.63512399999996,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31
真实市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,5.3924050632911396,0.0759493670886076,0.07191772092704286,0.0,,2025-08-18 19:43:29+00:00,492.3293630000001,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31
真实市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,6.291139240506329,0.08860759493670886,0.03749405241608446,0.0,,2025-08-23 20:13:29+00:00,229.57369800000012,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31
真实市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,7.189873417721519,0.10126582278481013,0.030895413418240283,0.0,,2025-09-04 09:54:56+00:00,107.58545900000003,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31
真实市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,8.08860759493671,0.11392405063291139,0.03360189085749287,0.0,,2025-09-20 15:05:10+00:00,87.553995,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31
真实市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,8.987341772151899,0.12658227848101267,0.0263845734770518,0.0,,2025-09-29 19:56:21+00:00,84.97668700000003,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31
真实市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,9.886075949367088,0.13924050632911392,0.03439196226946664,0.0,,2025-10-11 23:03:11+00:00,399.0556260000001,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31
真实市场价格,rq1_m04_s0,Katy Perry与Justin Trudeau关系确认,10.784810126582279,0.1518987341772152,0.2707125039195374,0.0,,2025-10-12 14:33:55+00:00,551.685797,katy-perry-and-justin-trudeau-confirmed-relationship-by-october-31
