market,cluster,pnl
ethereum,Archetype-C2,0.0
ethereum,Archetype-C1,-0.3260869565217348
ethereum,Archetype-C4,-0.9481966475485706
ethereum,Archetype-C0,-0.03455586391201848
ethereum,Archetype-C3,30.97457627118615
ethereum,Archetype-C3,0.0
ethereum,Archetype-C0,-1.5383109292811223
ethereum,Archetype-C3,9.443478260869597
ethereum,Archetype-C1,-0.6539219028268093
ethereum,Archetype-C2,-0.08444444444444699
ethereum,Archetype-C0,-4.261581920903954
ethereum,Archetype-C1,-0.8289830508474569
ethereum,Archetype-C3,0.03269195189639085
ethereum,Archetype-C1,-11.498828301614367
ethereum,Archetype-C4,-13.129748684979518
ethereum,Archetype-C2,13.97445771794952
ethereum,Archetype-C1,-0.7649495066296623
ethereum,Archetype-C0,-2.7533898305084747
ethereum,Archetype-C3,-450.348269627897
ethereum,Archetype-C2,-14.822033898305108
ethereum,Archetype-C2,11.513043478260897
ethereum,Archetype-C3,3.8298913043478393
ethereum,Archetype-C5,-3.492668919777394
