market,n_ticks,frac,yes_mid
robotaxi,100,0.30303030303030304,0.455
robotaxi,100,0.31313131313131315,0.45
robotaxi,100,0.32323232323232326,0.425
robotaxi,100,0.33333333333333337,0.435
robotaxi,100,0.3434343434343435,0.42
robotaxi,100,0.3535353535353536,0.415
robotaxi,100,0.36363636363636365,0.41000000000000003
robotaxi,100,0.37373737373737376,0.41000000000000003
robotaxi,100,0.38383838383838387,0.405
robotaxi,100,0.393939393939394,0.405
robotaxi,100,0.4040404040404041,0.405
robotaxi,100,0.4141414141414142,0.39
robotaxi,100,0.42424242424242425,0.39
robotaxi,100,0.43434343434343436,0.39
robotaxi,100,0.4444444444444445,0.39
robotaxi,100,0.4545454545454546,0.39
robotaxi,100,0.4646464646464647,0.39
robotaxi,100,0.4747474747474748,0.39
robotaxi,100,0.48484848484848486,0.39
robotaxi,100,0.494949494949495,0.39
robotaxi,100,0.5050505050505051,0.39
robotaxi,100,0.5151515151515152,0.39
robotaxi,100,0.5252525252525253,0.39
robotaxi,100,0.5353535353535354,0.39
robotaxi,100,0.5454545454545455,0.39
robotaxi,100,0.5555555555555556,0.39
robotaxi,100,0.5656565656565657,0.39
robotaxi,100,0.5757575757575758,0.39
robotaxi,100,0.5858585858585859,0.39
robotaxi,100,0.595959595959596,0.39
robotaxi,100,0.6060606060606061,0.39
robotaxi,100,0.6161616161616162,0.39
robotaxi,100,0.6262626262626263,0.39
robotaxi,100,0.6363636363636365,0.39
robotaxi,100,0.6464646464646465,0.39
robotaxi,100,0.6565656565656566,0.39
robotaxi,100,0.6666666666666667,0.39
robotaxi,100,0.6767676767676768,0.39
robotaxi,100,0.686868686868687,0.39
robotaxi,100,0.696969696969697,0.39
robotaxi,100,0.7070707070707072,0.39
robotaxi,100,0.7171717171717172,0.39
robotaxi,100,0.7272727272727273,0.39
robotaxi,100,0.7373737373737375,0.39
robotaxi,100,0.7474747474747475,0.39
robotaxi,100,0.7575757575757577,0.39
robotaxi,100,0.7676767676767677,0.39
robotaxi,100,0.7777777777777778,0.39
robotaxi,100,0.787878787878788,0.39
robotaxi,100,0.797979797979798,0.39
robotaxi,100,0.8080808080808082,0.39
robotaxi,100,0.8181818181818182,0.39
robotaxi,100,0.8282828282828284,0.39
robotaxi,100,0.8383838383838385,0.39
robotaxi,100,0.8484848484848485,0.39
robotaxi,100,0.8585858585858587,0.39
robotaxi,100,0.8686868686868687,0.39
robotaxi,100,0.8787878787878789,0.39
robotaxi,100,0.888888888888889,0.39
robotaxi,100,0.8989898989898991,0.39
robotaxi,100,0.9090909090909092,0.39
robotaxi,100,0.9191919191919192,0.33
robotaxi,100,0.9292929292929294,0.33
robotaxi,100,0.9393939393939394,0.33
robotaxi,100,0.9494949494949496,0.36
robotaxi,100,0.9595959595959597,0.36
robotaxi,100,0.9696969696969697,0.36
robotaxi,100,0.9797979797979799,0.34500000000000003
robotaxi,100,0.98989898989899,0.34500000000000003
robotaxi,100,1.0,0.34
robotaxi,100,0.0,0.495
robotaxi,100,0.010101010101010102,0.5
robotaxi,100,0.020202020202020204,0.485
robotaxi,100,0.030303030303030304,0.485
robotaxi,100,0.04040404040404041,0.485
robotaxi,100,0.05050505050505051,0.485
robotaxi,100,0.06060606060606061,0.485
robotaxi,100,0.07070707070707072,0.485
robotaxi,100,0.08080808080808081,0.475
robotaxi,100,0.09090909090909091,0.44
robotaxi,100,0.10101010101010102,0.42
robotaxi,100,0.11111111111111112,0.425
robotaxi,100,0.12121212121212122,0.425
robotaxi,100,0.13131313131313133,0.425
robotaxi,100,0.14141414141414144,0.425
robotaxi,100,0.15151515151515152,0.425
robotaxi,100,0.16161616161616163,0.425
robotaxi,100,0.17171717171717174,0.425
robotaxi,100,0.18181818181818182,0.425
robotaxi,100,0.19191919191919193,0.425
robotaxi,100,0.20202020202020204,0.425
robotaxi,100,0.21212121212121213,0.425
robotaxi,100,0.22222222222222224,0.425
robotaxi,100,0.23232323232323235,0.425
robotaxi,100,0.24242424242424243,0.425
robotaxi,100,0.25252525252525254,0.425
robotaxi,100,0.26262626262626265,0.425
robotaxi,100,0.27272727272727276,0.425
robotaxi,100,0.2828282828282829,0.425
robotaxi,100,0.29292929292929293,0.425
robotaxi,100,0.30303030303030304,0.425
robotaxi,100,0.31313131313131315,0.425
robotaxi,100,0.32323232323232326,0.425
robotaxi,100,0.33333333333333337,0.425
robotaxi,100,0.3434343434343435,0.425
robotaxi,100,0.3535353535353536,0.425
robotaxi,100,0.36363636363636365,0.425
robotaxi,100,0.37373737373737376,0.425
robotaxi,100,0.38383838383838387,0.425
robotaxi,100,0.393939393939394,0.425
robotaxi,100,0.4040404040404041,0.425
robotaxi,100,0.4141414141414142,0.425
robotaxi,100,0.42424242424242425,0.425
robotaxi,100,0.43434343434343436,0.425
robotaxi,100,0.4444444444444445,0.425
robotaxi,100,0.4545454545454546,0.425
robotaxi,100,0.4646464646464647,0.425
robotaxi,100,0.4747474747474748,0.425
robotaxi,100,0.48484848484848486,0.425
robotaxi,100,0.494949494949495,0.425
robotaxi,100,0.5050505050505051,0.425
robotaxi,100,0.5151515151515152,0.425
robotaxi,100,0.5252525252525253,0.445
robotaxi,100,0.5353535353535354,0.435
robotaxi,100,0.5454545454545455,0.435
robotaxi,100,0.5555555555555556,0.44
robotaxi,100,0.5656565656565657,0.44
robotaxi,100,0.5757575757575758,0.44
robotaxi,100,0.5858585858585859,0.425
robotaxi,100,0.595959595959596,0.425
robotaxi,100,0.6060606060606061,0.425
robotaxi,100,0.6161616161616162,0.425
robotaxi,100,0.6262626262626263,0.425
robotaxi,100,0.6363636363636365,0.425
robotaxi,100,0.6464646464646465,0.45
robotaxi,100,0.6565656565656566,0.45
robotaxi,100,0.6666666666666667,0.45
robotaxi,100,0.6767676767676768,0.45
robotaxi,100,0.686868686868687,0.45
robotaxi,100,0.696969696969697,0.45
robotaxi,100,0.7070707070707072,0.435
robotaxi,100,0.7171717171717172,0.445
robotaxi,100,0.7272727272727273,0.455
robotaxi,100,0.7373737373737375,0.445
robotaxi,100,0.7474747474747475,0.445
robotaxi,100,0.7575757575757577,0.42000000000000004
robotaxi,100,0.7676767676767677,0.42000000000000004
robotaxi,100,0.7777777777777778,0.435
robotaxi,100,0.787878787878788,0.435
robotaxi,100,0.797979797979798,0.435
robotaxi,100,0.8080808080808082,0.435
robotaxi,100,0.8181818181818182,0.435
robotaxi,100,0.8282828282828284,0.435
robotaxi,100,0.8383838383838385,0.435
robotaxi,100,0.8484848484848485,0.435
robotaxi,100,0.8585858585858587,0.435
robotaxi,100,0.8686868686868687,0.435
robotaxi,100,0.8787878787878789,0.435
robotaxi,100,0.888888888888889,0.435
robotaxi,100,0.8989898989898991,0.435
robotaxi,100,0.9090909090909092,0.435
robotaxi,100,0.9191919191919192,0.435
robotaxi,100,0.9292929292929294,0.435
robotaxi,100,0.9393939393939394,0.435
robotaxi,100,0.9494949494949496,0.435
robotaxi,100,0.9595959595959597,0.405
robotaxi,100,0.9696969696969697,0.41500000000000004
robotaxi,100,0.9797979797979799,0.41500000000000004
robotaxi,100,0.98989898989899,0.445
robotaxi,100,1.0,0.43500000000000005
robotaxi,10,0.0,0.45999999999999996
robotaxi,10,0.1111111111111111,0.5
robotaxi,10,0.2222222222222222,0.47
robotaxi,10,0.3333333333333333,0.48
robotaxi,10,0.4444444444444444,0.48
robotaxi,10,0.5555555555555556,0.465
robotaxi,10,0.6666666666666666,0.465
robotaxi,10,0.7777777777777777,0.435
robotaxi,10,0.8888888888888888,0.45
robotaxi,10,1.0,0.45
robotaxi,10,0.0,0.45999999999999996
robotaxi,10,0.1111111111111111,0.49
robotaxi,10,0.2222222222222222,0.465
robotaxi,10,0.3333333333333333,0.465
robotaxi,10,0.4444444444444444,0.465
robotaxi,10,0.5555555555555556,0.455
robotaxi,10,0.6666666666666666,0.455
robotaxi,10,0.7777777777777777,0.39
robotaxi,10,0.8888888888888888,0.39
robotaxi,10,1.0,0.44
robotaxi,10,0.0,0.5
robotaxi,10,0.1111111111111111,0.5
robotaxi,10,0.2222222222222222,0.44999999999999996
robotaxi,10,0.3333333333333333,0.45499999999999996
robotaxi,10,0.4444444444444444,0.475
robotaxi,10,0.5555555555555556,0.44
robotaxi,10,0.6666666666666666,0.47
robotaxi,10,0.7777777777777777,0.46
robotaxi,10,0.8888888888888888,0.46
robotaxi,10,1.0,0.46
robotaxi,20,0.0,0.45999999999999996
robotaxi,20,0.05263157894736842,0.495
robotaxi,20,0.10526315789473684,0.505
robotaxi,20,0.15789473684210525,0.49
robotaxi,20,0.21052631578947367,0.44499999999999995
robotaxi,20,0.2631578947368421,0.46499999999999997
robotaxi,20,0.3157894736842105,0.455
robotaxi,20,0.3684210526315789,0.48
robotaxi,20,0.42105263157894735,0.465
robotaxi,20,0.47368421052631576,0.465
robotaxi,20,0.5263157894736842,0.465
robotaxi,20,0.5789473684210527,0.465
robotaxi,20,0.631578947368421,0.465
robotaxi,20,0.6842105263157894,0.465
robotaxi,20,0.7368421052631579,0.455
robotaxi,20,0.7894736842105263,0.455
robotaxi,20,0.8421052631578947,0.455
robotaxi,20,0.894736842105263,0.455
robotaxi,20,0.9473684210526315,0.455
robotaxi,20,1.0,0.42000000000000004
robotaxi,20,0.0,0.45999999999999996
robotaxi,20,0.05263157894736842,0.5
robotaxi,20,0.10526315789473684,0.445
robotaxi,20,0.15789473684210525,0.475
robotaxi,20,0.21052631578947367,0.445
robotaxi,20,0.2631578947368421,0.41500000000000004
robotaxi,20,0.3157894736842105,0.42000000000000004
robotaxi,20,0.3684210526315789,0.42000000000000004
robotaxi,20,0.42105263157894735,0.42000000000000004
robotaxi,20,0.47368421052631576,0.42000000000000004
robotaxi,20,0.5263157894736842,0.425
robotaxi,20,0.5789473684210527,0.425
robotaxi,20,0.631578947368421,0.41500000000000004
robotaxi,20,0.6842105263157894,0.41500000000000004
robotaxi,20,0.7368421052631579,0.41500000000000004
robotaxi,20,0.7894736842105263,0.41500000000000004
robotaxi,20,0.8421052631578947,0.41500000000000004
robotaxi,20,0.894736842105263,0.46
robotaxi,20,0.9473684210526315,0.46
robotaxi,20,1.0,0.46
robotaxi,20,0.0,0.45999999999999996
robotaxi,20,0.05263157894736842,0.495
robotaxi,20,0.10526315789473684,0.46499999999999997
robotaxi,20,0.15789473684210525,0.475
robotaxi,20,0.21052631578947367,0.475
robotaxi,20,0.2631578947368421,0.44499999999999995
robotaxi,20,0.3157894736842105,0.445
robotaxi,20,0.3684210526315789,0.455
robotaxi,20,0.42105263157894735,0.455
robotaxi,20,0.47368421052631576,0.455
robotaxi,20,0.5263157894736842,0.455
robotaxi,20,0.5789473684210527,0.455
robotaxi,20,0.631578947368421,0.455
robotaxi,20,0.6842105263157894,0.445
robotaxi,20,0.7368421052631579,0.43000000000000005
robotaxi,20,0.7894736842105263,0.455
robotaxi,20,0.8421052631578947,0.455
robotaxi,20,0.894736842105263,0.455
robotaxi,20,0.9473684210526315,0.455
robotaxi,20,1.0,0.44
robotaxi,50,0.0,0.45999999999999996
robotaxi,50,0.02040816326530612,0.495
robotaxi,50,0.04081632653061224,0.5
robotaxi,50,0.061224489795918366,0.5
robotaxi,50,0.08163265306122448,0.49
robotaxi,50,0.1020408163265306,0.49
robotaxi,50,0.12244897959183673,0.48
robotaxi,50,0.14285714285714285,0.46
robotaxi,50,0.16326530612244897,0.46
robotaxi,50,0.18367346938775508,0.46
robotaxi,50,0.2040816326530612,0.46
robotaxi,50,0.22448979591836732,0.46
robotaxi,50,0.24489795918367346,0.46
robotaxi,50,0.26530612244897955,0.46
robotaxi,50,0.2857142857142857,0.455
robotaxi,50,0.3061224489795918,0.455
robotaxi,50,0.32653061224489793,0.455
robotaxi,50,0.3469387755102041,0.455
robotaxi,50,0.36734693877551017,0.455
robotaxi,50,0.3877551020408163,0.455
robotaxi,50,0.4081632653061224,0.455
robotaxi,50,0.42857142857142855,0.455
robotaxi,50,0.44897959183673464,0.455
robotaxi,50,0.4693877551020408,0.455
robotaxi,50,0.4897959183673469,0.455
robotaxi,50,0.5102040816326531,0.455
robotaxi,50,0.5306122448979591,0.455
robotaxi,50,0.5510204081632653,0.455
robotaxi,50,0.5714285714285714,0.455
robotaxi,50,0.5918367346938775,0.455
robotaxi,50,0.6122448979591836,0.455
robotaxi,50,0.6326530612244897,0.45
robotaxi,50,0.6530612244897959,0.45
robotaxi,50,0.673469387755102,0.45
robotaxi,50,0.6938775510204082,0.45
robotaxi,50,0.7142857142857142,0.45
robotaxi,50,0.7346938775510203,0.45
robotaxi,50,0.7551020408163265,0.45
robotaxi,50,0.7755102040816326,0.455
robotaxi,50,0.7959183673469387,0.455
robotaxi,50,0.8163265306122448,0.455
robotaxi,50,0.836734693877551,0.45
robotaxi,50,0.8571428571428571,0.45
robotaxi,50,0.8775510204081632,0.45
robotaxi,50,0.8979591836734693,0.46
robotaxi,50,0.9183673469387754,0.46
robotaxi,50,0.9387755102040816,0.46
robotaxi,50,0.9591836734693877,0.46
robotaxi,50,0.9795918367346939,0.46
robotaxi,50,1.0,0.46
robotaxi,50,0.0,0.45999999999999996
robotaxi,50,0.02040816326530612,0.495
robotaxi,50,0.04081632653061224,0.485
robotaxi,50,0.061224489795918366,0.44499999999999995
robotaxi,50,0.08163265306122448,0.45999999999999996
robotaxi,50,0.1020408163265306,0.45
robotaxi,50,0.12244897959183673,0.47
robotaxi,50,0.14285714285714285,0.45
robotaxi,50,0.16326530612244897,0.45
robotaxi,50,0.18367346938775508,0.39
robotaxi,50,0.2040816326530612,0.39
robotaxi,50,0.22448979591836732,0.43
robotaxi,50,0.24489795918367346,0.35000000000000003
robotaxi,50,0.26530612244897955,0.36
robotaxi,50,0.2857142857142857,0.37
robotaxi,50,0.3061224489795918,0.36
robotaxi,50,0.32653061224489793,0.36
robotaxi,50,0.3469387755102041,0.36
robotaxi,50,0.36734693877551017,0.36
robotaxi,50,0.3877551020408163,0.36
robotaxi,50,0.4081632653061224,0.36
robotaxi,50,0.42857142857142855,0.36
robotaxi,50,0.44897959183673464,0.36
robotaxi,50,0.4693877551020408,0.36
robotaxi,50,0.4897959183673469,0.39
robotaxi,50,0.5102040816326531,0.39
robotaxi,50,0.5306122448979591,0.385
robotaxi,50,0.5510204081632653,0.385
robotaxi,50,0.5714285714285714,0.385
robotaxi,50,0.5918367346938775,0.39
robotaxi,50,0.6122448979591836,0.39
robotaxi,50,0.6326530612244897,0.39
robotaxi,50,0.6530612244897959,0.39
robotaxi,50,0.673469387755102,0.39
robotaxi,50,0.6938775510204082,0.39
robotaxi,50,0.7142857142857142,0.39
robotaxi,50,0.7346938775510203,0.39
robotaxi,50,0.7551020408163265,0.39
robotaxi,50,0.7755102040816326,0.39
robotaxi,50,0.7959183673469387,0.39
robotaxi,50,0.8163265306122448,0.39
robotaxi,50,0.836734693877551,0.39
robotaxi,50,0.8571428571428571,0.39
robotaxi,50,0.8775510204081632,0.39
robotaxi,50,0.8979591836734693,0.39
robotaxi,50,0.9183673469387754,0.39
robotaxi,50,0.9387755102040816,0.39
robotaxi,50,0.9591836734693877,0.39
robotaxi,50,0.9795918367346939,0.39
robotaxi,50,1.0,0.39
robotaxi,50,0.0,0.45999999999999996
robotaxi,50,0.02040816326530612,0.495
robotaxi,50,0.04081632653061224,0.47
robotaxi,50,0.061224489795918366,0.455
robotaxi,50,0.08163265306122448,0.47
robotaxi,50,0.1020408163265306,0.475
robotaxi,50,0.12244897959183673,0.465
robotaxi,50,0.14285714285714285,0.455
robotaxi,50,0.16326530612244897,0.455
robotaxi,50,0.18367346938775508,0.455
robotaxi,50,0.2040816326530612,0.445
robotaxi,50,0.22448979591836732,0.455
robotaxi,50,0.24489795918367346,0.455
robotaxi,50,0.26530612244897955,0.455
robotaxi,50,0.2857142857142857,0.455
robotaxi,50,0.3061224489795918,0.455
robotaxi,50,0.32653061224489793,0.455
robotaxi,50,0.3469387755102041,0.455
robotaxi,50,0.36734693877551017,0.455
robotaxi,50,0.3877551020408163,0.455
robotaxi,50,0.4081632653061224,0.455
robotaxi,50,0.42857142857142855,0.455
robotaxi,50,0.44897959183673464,0.455
robotaxi,50,0.4693877551020408,0.455
robotaxi,50,0.4897959183673469,0.455
robotaxi,50,0.5102040816326531,0.455
robotaxi,50,0.5306122448979591,0.455
robotaxi,50,0.5510204081632653,0.455
robotaxi,50,0.5714285714285714,0.455
robotaxi,50,0.5918367346938775,0.455
robotaxi,50,0.6122448979591836,0.455
robotaxi,50,0.6326530612244897,0.455
robotaxi,50,0.6530612244897959,0.455
robotaxi,50,0.673469387755102,0.455
robotaxi,50,0.6938775510204082,0.455
robotaxi,50,0.7142857142857142,0.455
robotaxi,50,0.7346938775510203,0.455
robotaxi,50,0.7551020408163265,0.455
robotaxi,50,0.7755102040816326,0.455
robotaxi,50,0.7959183673469387,0.455
robotaxi,50,0.8163265306122448,0.455
robotaxi,50,0.836734693877551,0.455
robotaxi,50,0.8571428571428571,0.455
robotaxi,50,0.8775510204081632,0.455
robotaxi,50,0.8979591836734693,0.455
robotaxi,50,0.9183673469387754,0.455
robotaxi,50,0.9387755102040816,0.455
robotaxi,50,0.9591836734693877,0.43
robotaxi,50,0.9795918367346939,0.445
robotaxi,50,1.0,0.435
ethereum,100,0.0,0.565
ethereum,100,0.010101010101010102,0.61
ethereum,100,0.020202020202020204,0.61
ethereum,100,0.030303030303030304,0.61
ethereum,100,0.04040404040404041,0.6
ethereum,100,0.05050505050505051,0.59
ethereum,100,0.06060606060606061,0.59
ethereum,100,0.07070707070707072,0.595
ethereum,100,0.08080808080808081,0.585
ethereum,100,0.09090909090909091,0.56
ethereum,100,0.10101010101010102,0.5700000000000001
ethereum,100,0.11111111111111112,0.5700000000000001
ethereum,100,0.12121212121212122,0.575
ethereum,100,0.13131313131313133,0.575
ethereum,100,0.14141414141414144,0.575
ethereum,100,0.15151515151515152,0.56
ethereum,100,0.16161616161616163,0.565
ethereum,100,0.17171717171717174,0.5700000000000001
ethereum,100,0.18181818181818182,0.5700000000000001
ethereum,100,0.19191919191919193,0.575
ethereum,100,0.20202020202020204,0.575
ethereum,100,0.21212121212121213,0.575
ethereum,100,0.22222222222222224,0.5650000000000001
ethereum,100,0.23232323232323235,0.5650000000000001
ethereum,100,0.24242424242424243,0.5650000000000001
ethereum,100,0.25252525252525254,0.5650000000000001
ethereum,100,0.26262626262626265,0.5650000000000001
ethereum,100,0.27272727272727276,0.5650000000000001
ethereum,100,0.2828282828282829,0.5650000000000001
ethereum,100,0.29292929292929293,0.5650000000000001
ethereum,100,0.30303030303030304,0.5650000000000001
ethereum,100,0.31313131313131315,0.5650000000000001
ethereum,100,0.32323232323232326,0.5650000000000001
ethereum,100,0.33333333333333337,0.5650000000000001
ethereum,100,0.3434343434343435,0.5650000000000001
ethereum,100,0.3535353535353536,0.5650000000000001
ethereum,100,0.36363636363636365,0.5650000000000001
ethereum,100,0.37373737373737376,0.5650000000000001
ethereum,100,0.38383838383838387,0.55
ethereum,100,0.393939393939394,0.555
ethereum,100,0.4040404040404041,0.555
ethereum,100,0.4141414141414142,0.555
ethereum,100,0.42424242424242425,0.555
ethereum,100,0.43434343434343436,0.555
ethereum,100,0.4444444444444445,0.555
ethereum,100,0.4545454545454546,0.555
ethereum,100,0.4646464646464647,0.545
ethereum,100,0.4747474747474748,0.545
ethereum,100,0.48484848484848486,0.545
ethereum,100,0.494949494949495,0.545
ethereum,100,0.5050505050505051,0.545
ethereum,100,0.5151515151515152,0.545
ethereum,100,0.5252525252525253,0.545
ethereum,100,0.5353535353535354,0.545
ethereum,100,0.5454545454545455,0.545
ethereum,100,0.5555555555555556,0.545
ethereum,100,0.5656565656565657,0.545
ethereum,100,0.5757575757575758,0.545
ethereum,100,0.5858585858585859,0.545
ethereum,100,0.595959595959596,0.535
ethereum,100,0.6060606060606061,0.535
ethereum,100,0.6161616161616162,0.535
ethereum,100,0.6262626262626263,0.52
ethereum,100,0.6363636363636365,0.52
ethereum,100,0.6464646464646465,0.52
ethereum,100,0.6565656565656566,0.52
ethereum,100,0.6666666666666667,0.52
ethereum,100,0.6767676767676768,0.51
ethereum,100,0.686868686868687,0.51
ethereum,100,0.696969696969697,0.51
ethereum,100,0.7070707070707072,0.51
ethereum,100,0.7171717171717172,0.51
ethereum,100,0.7272727272727273,0.51
ethereum,100,0.7373737373737375,0.48
ethereum,100,0.7474747474747475,0.48
ethereum,100,0.7575757575757577,0.48
ethereum,100,0.7676767676767677,0.4
ethereum,100,0.7777777777777778,0.34
ethereum,100,0.787878787878788,0.33
ethereum,100,0.797979797979798,0.3
ethereum,100,0.8080808080808082,0.3
ethereum,100,0.8181818181818182,0.25
ethereum,100,0.8282828282828284,0.2
ethereum,100,0.8383838383838385,0.2
ethereum,100,0.8484848484848485,0.1
ethereum,100,0.8585858585858587,0.1
ethereum,100,0.8686868686868687,0.1
ethereum,100,0.8787878787878789,0.08
ethereum,100,0.888888888888889,0.07
ethereum,100,0.8989898989898991,0.05
ethereum,100,0.9090909090909092,0.05
ethereum,100,0.9191919191919192,0.05
ethereum,100,0.9292929292929294,0.060000000000000005
ethereum,100,0.9393939393939394,0.03
ethereum,100,0.9494949494949496,0.03
ethereum,100,0.9595959595959597,0.03
ethereum,100,0.9696969696969697,0.03
ethereum,100,0.9797979797979799,0.025
ethereum,100,0.98989898989899,0.02
ethereum,100,1.0,0.02
ethereum,100,0.0,0.565
ethereum,100,0.010101010101010102,0.585
ethereum,100,0.020202020202020204,0.585
ethereum,100,0.030303030303030304,0.58
ethereum,100,0.04040404040404041,0.56
ethereum,100,0.05050505050505051,0.575
ethereum,100,0.06060606060606061,0.58
ethereum,100,0.07070707070707072,0.5650000000000001
ethereum,100,0.08080808080808081,0.55
ethereum,100,0.09090909090909091,0.555
ethereum,100,0.10101010101010102,0.555
ethereum,100,0.11111111111111112,0.5650000000000001
ethereum,100,0.12121212121212122,0.5650000000000001
ethereum,100,0.13131313131313133,0.555
ethereum,100,0.14141414141414144,0.555
ethereum,100,0.15151515151515152,0.545
ethereum,100,0.16161616161616163,0.535
ethereum,100,0.17171717171717174,0.535
ethereum,100,0.18181818181818182,0.535
ethereum,100,0.19191919191919193,0.535
ethereum,100,0.20202020202020204,0.535
ethereum,100,0.21212121212121213,0.535
ethereum,100,0.22222222222222224,0.535
