market,n_ticks,pnl
robotaxi,100,5.2930927506888565
robotaxi,100,1.720047760911715
robotaxi,100,0.24757650130231923
robotaxi,100,6.7612845673505575
robotaxi,100,0.44696321746708634
robotaxi,100,2.932614555256066
robotaxi,100,1.3923416198877305
robotaxi,100,1.2210344827586184
robotaxi,100,1.8414160623071751
robotaxi,100,-35.2816602132923
robotaxi,100,-0.3187690427694818
robotaxi,100,-5.519439861050813
robotaxi,100,1.4069767441860677
robotaxi,100,1.026603174603153
robotaxi,100,0.10203553113031205
robotaxi,100,63.836509862604544
robotaxi,100,26.715721610291098
ethereum,10,0.0833333333333357
ethereum,10,-0.020833333333333925
ethereum,10,0.06521739130434767
ethereum,10,4.25
ethereum,10,0.0
ethereum,10,7.819148936170194
ethereum,10,2.25
ethereum,10,0.8474576271186436
ethereum,10,9.896532608695622
ethereum,10,-0.19571276595743825
ethereum,10,-0.041666666666666075
ethereum,10,8.5
ethereum,10,5.409375706214746
ethereum,10,0.0
ethereum,10,0.0
ethereum,10,0.16999999999999993
ethereum,10,7.883333333333212
ethereum,10,0.8499999999999943
ethereum,10,160.0
ethereum,10,0.0
ethereum,10,-0.04055851063829863
ethereum,10,0.0
ethereum,10,2.968844525105851
ethereum,10,0.0
ethereum,10,0.0
ethereum,10,-0.3125
ethereum,10,-0.05208333333333215
ethereum,10,3.191489361701997
ethereum,10,6.454319148964714
ethereum,10,18.5
ethereum,10,0.1875
ethereum,10,0.1293103448275872
ethereum,10,0.0775862068965516
ethereum,10,4.068181818181813
ethereum,10,11.132078161705522
ethereum,10,0.6999999999999993
ethereum,10,97.50000000000023
ethereum,10,39.48349894328203
ethereum,10,6.0
ethereum,10,0.1875
ethereum,10,0.125
ethereum,10,-0.054545454545454675
ethereum,10,-0.2033321941216677
ethereum,10,2.5
ethereum,10,2.6315789473684106
ethereum,10,-0.318181818181813
ethereum,10,0.0
ethereum,10,0.3035714285714306
ethereum,10,2.2727272727272805
ethereum,10,0.0
ethereum,10,-0.045454545454546746
ethereum,10,-0.9090909090908781
ethereum,10,1.5
ethereum,10,0.5500000000000007
ethereum,10,0.20863636363636218
ethereum,10,0.05999999999999872
ethereum,10,1.375
ethereum,10,8.61395454545459
ethereum,10,0.29999999999999716
ethereum,10,0.25
ethereum,20,0.5500000000000007
ethereum,20,0.2936734693877554
ethereum,20,0.16785714285714093
ethereum,20,6.1133820238215435
ethereum,20,0.1519607843137294
ethereum,20,0.0
ethereum,20,-4.374800637958543
ethereum,20,-3.0454545454545467
ethereum,20,12.681784227567107
ethereum,20,7.3349610389610405
ethereum,20,0.7446808510638299
ethereum,20,6.44736842105263
ethereum,20,-3.2296166380788236
ethereum,20,-3.998332696147145
ethereum,20,12.247111451981255
ethereum,20,-0.49745705028723997
ethereum,20,-12.281158730158495
ethereum,20,-1.9740259740259773
ethereum,20,68.42857142857247
ethereum,20,-5.584415584415552
ethereum,20,0.32608695652173836
ethereum,20,0.0
ethereum,20,-13.928571428571445
ethereum,20,0.4872500000000173
ethereum,20,-0.8687107033898318
ethereum,20,-1.4285714285714306
ethereum,20,0.013134057971015523
ethereum,20,-35.06493506493507
ethereum,20,-23.24561403511325
ethereum,20,0.0
ethereum,20,-0.8448025000000001
ethereum,20,-0.2647393483709273
ethereum,20,0.21328571428571408
ethereum,20,-1.7012987012986969
ethereum,20,-30.911769993164853
ethereum,20,-0.02999999999999936
ethereum,20,-1.8297999999999774
ethereum,20,51.85758100000021
ethereum,20,1.0704456521739303
ethereum,20,-0.4642857142857153
