slug,panel,series,progress,yes_price,truth
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.18600964396591585,0.26769630812845346,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.1872882715408642,0.30047619047619045,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.18759967161446783,0.30999998283471025,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.18782614439527048,0.2899999640399973,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.18855746274994575,0.27,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.18877449916488162,0.28,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.18951525388542365,0.269999996328,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.19143555433931284,0.25629307718499666,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.19158653619318128,0.25,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.19253489096279242,0.24508196721311476,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.19402583676974325,0.22,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.1944174459532145,0.22975609756097562,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.1944929368801487,0.26,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.19450709142894887,0.26,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.19464391873401715,0.2671814671814672,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.1947099732950846,0.28193658324193105,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.19495060062468741,0.26,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.19527615524709124,0.21,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.1954931916620271,0.23,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.19582346446736432,0.26999985419993294,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.19605937361403375,0.24,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.19776263765298707,0.25,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.199546110801808,0.21055315213175405,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.19956970171647495,0.18061833333333333,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2007586838156889,0.21,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2010889566210261,0.2683331353932193,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.20143810215809688,0.25,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.20143810215809688,0.2862222834824948,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.20157021128023175,0.33,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2018014022439678,0.3230490555391339,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.20228737508610684,0.32,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.20257518424504356,0.32,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.20276862974531248,0.31,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.202811093391713,0.27,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2028865843186472,0.32906598960435,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.20387268455172544,0.34028319143190516,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.20441055740613176,0.32,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2057646759080143,0.27,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.20595812140828323,0.26569252336448596,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.20628367603068706,0.31225806451612903,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.20633085786002095,0.33,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.20636860332348805,0.33,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.20641578515282194,0.33,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.20692063072669453,0.28999994937869206,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2078548309475055,0.27,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.20793032187443972,0.27,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.20862389476564785,0.32,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.20913817670538723,0.2923076923076923,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.20974210412086097,0.3998031496062992,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.20986949506006247,0.31,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2099025223405962,0.4299999910416661,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.20991195870646295,0.31,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2099402678040633,0.32,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21087918620780766,0.3437535487575361,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2112330499278118,0.4486886580864638,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21182754097741877,0.36,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21188415917261944,0.42190149450607994,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21212478650222227,0.439999981294685,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21212478650222227,0.44,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21213422286808903,0.43999997066665886,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21221915016089005,0.43,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21268153208836213,0.4299998279998968,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21292687760089835,0.35,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21293631396676513,0.341164,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2131439140158342,0.34,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21324771404036877,0.34,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2134883413699716,0.28,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2137384050654412,0.3299999922449998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2141536051635794,0.24727802037845706,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21488492351825464,0.23561457596280197,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2153708963603937,0.26,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21539920545799401,0.27,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21551716003132873,0.2543478260869565,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21575306917799816,0.25,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21597482377586744,0.265,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.215993696507601,0.27,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21611165108093572,0.26,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2163192511300048,0.26,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21633812386173837,0.28,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2163617147764053,0.25226768286283974,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21658818755720796,0.2548773103022329,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21697507855774584,0.26,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21722042407028205,0.27,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21756013324148604,0.99,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21775829692468837,0.94,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2179139969614902,0.99,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21792815151029035,0.99,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2179942060713578,0.99,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2179942060713578,0.98,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21800836062015796,0.9809358388859774,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2180319515348249,0.98,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21816406065695979,0.99,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21823955158389402,0.99,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21829145159616128,0.99,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21850376982816377,0.99,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2185367971086975,0.99,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.218579260755098,0.99,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21864531531616543,0.99,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.218664188047899,0.99,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21867362441376578,0.99,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21871608806016626,0.99,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2191218517924377,0.99,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21912656997537108,0.99,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2191973427193719,0.99,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.21969275192737772,0.99,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.22102327951459333,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2214998159908656,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.22152812508846592,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.22155171600313286,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2220848706746058,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2225378162362111,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.22261802534607872,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.22291055268794882,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2234625800911553,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.22372208015249168,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.22390137110396044,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.22397686203089467,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2248025440442377,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.22506676228850744,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.22549611693544583,0.9980570430326026,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.22585469883838336,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.22741169920640164,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.22773253564587206,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.22785992658507356,0.999,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.22785992658507356,0.999,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.22848272673228087,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2292234814528229,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.22950657242882622,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.23019542713710095,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.23036056353976955,0.999000000999,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2308087909184415,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.23102582733337737,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2311862455531126,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.23157785473658385,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.23211572759099017,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2331442914704689,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.23435686448434978,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.23446066450888434,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2347296009360875,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.23474847366782106,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.23559774659583102,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.23608843762090342,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.23774923801345627,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.23797571079425892,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2396459475526785,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.23975446576014645,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2399054476140149,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.24029233861455276,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2403159295292197,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.24036782954148697,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.24045747501722137,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.24243439366631123,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.24453870325460259,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.24533135798741187,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2462042218300888,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.24651562190369244,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2468694856236966,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.24714785841676654,0.9977757461366049,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.24801128589357666,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.24835099506478064,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2502099591405358,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.25417795098751567,0.9989999993729567,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2542675964632501,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2545412510733866,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.25515933303766053,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2552206694157946,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.25569248770913344,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.25619733328300603,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.25707491530861637,0.9973345460685886,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2573344153699527,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.25769771545582365,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2577307427363574,0.9989999509990475,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.25787700640729244,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.25816009738329576,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2581742519320959,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2581931246638295,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2586319156766346,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2586460702254348,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.25893859756730486,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.25908957942117333,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2592264067262416,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.25926887037264207,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2594056976777104,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2594292885923773,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2594292885923773,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.25987279778811584,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2610995253507969,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.26111367989959705,0.9989999938844786,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2611561435459976,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2630717258169534,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2645768261727044,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2654072263689808,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2659167901257868,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2667283175903296,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2671906995178017,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2699697092655676,0.994,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.27015843658290317,0.994,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.27101714587677994,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.27258358261066495,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.272984628160003,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.27402734658828193,0.993,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2741641738933502,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.27479169222349087,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2756598378832344,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.27567399243203455,0.9969999994536514,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.27770281109339173,0.994,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.27793872024006117,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2790805205099412,0.993,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.28071772998782707,0.992,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2822275485265115,0.993,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2823030394534457,0.994,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.28264746680758307,0.992,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.28273711228331744,0.992,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2850490219206779,0.993,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2878516225831108,0.9969999998060262,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.28808281354684684,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2883847772545837,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.28937559567059534,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2906778141602106,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.29104111424608153,0.9969999769194482,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.29274909646796826,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2933577420663754,0.993,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2934851330055769,0.994,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2948864333367933,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.29535353344719883,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2954856425693337,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.29566021533786907,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2962499882045427,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.2967831428760156,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.29707567021788567,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.29851943419550264,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3026242533475508,0.9969990269270036,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.30292149887235426,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3051673539486473,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.30634689968199447,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.307840204580412,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.31002944146150435,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.31068998707217876,0.99699999703891,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.31094948713351517,0.9969999355474572,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3111334962679173,0.9969998269207608,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.31140243269512047,0.9969999355474572,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3118034782444585,0.9969999355474572,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3155072518471686,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.31658771573891464,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3166490521170487,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.317587970520793,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3181918979362668,0.995,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.32243826257631664,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3224476989421834,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3224524171251168,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3224524171251168,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3225184716861842,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.32274022628405347,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.32319789002859217,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3287842186217244,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3296382097326678,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.33061015541694583,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3316623102110915,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.33173308295509235,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.33296924688364016,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3353330565332679,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.33545101110660264,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.335710511167939,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.33581431119247357,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3362153567418116,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.336220074924745,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.33785256621969745,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.33856973002557256,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.344802449680579,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.34653874100006604,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3500254781878403,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3527101242769385,0.996,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.35768780727166355,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3662607456616308,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.36627961839336437,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3816986402196786,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.38531276834665434,0.997,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3876624234474819,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.3892430147301671,0.998,1.0
will-trump-deploy-national-guard-in-dc-by-monday,real,raw_trade,0.391451124342993,0.997,1.0
